date,subregion1_name,population,life_expectancy,new_confirmed,cumulative_confirmed,new_hospitalized_patients,cumulative_deceased,cumulative_tested,cumulative_hospitalized_patients
11/7/2020,Florida,14428,77.666667,3,758,0,15,11521,42
11/7/2020,New York,1440625,78.238413,134,57035,16,3983,1073789,12311
11/7/2020,Florida,1470344,80.354355,450,55286,27,1609,844710,4419
11/7/2020,Florida,968341,77.648598,295,27647,15,831,516431,2698
11/7/2020,Florida,1934516,79.300597,799,91058,38,1545,1255538,6475
11/7/2020,Florida,109999,79.005263,27,2297,0,40,44633,176
11/7/2020,Florida,587769,77.314815,111,12658,3,391,208336,1086
11/7/2020,Florida,345432,77.764706,63,9313,5,235,175582,792
11/7/2020,Florida,537868,77.039048,90,13642,5,329,222959,1053
11/7/2020,Florida,525141,76.321239,121,11788,14,249,218158,1108
11/7/2020,Florida,76483,79.424,29,2556,0,25,28939,155
11/7/2020,Florida,19427,74.5,6,986,0,13,11405,38
11/7/2020,Florida,462801,79.789873,79,11457,2,250,195117,810
11/7/2020,Florida,41018,78.316667,6,2299,0,44,18118,214
11/7/2020,Florida,2713295,80.555136,1706,193875,33,3682,2043676,8601
11/7/2020,New York,2295808,81.48371,250,78274,24,5998,1742429,17648
11/7/2020,Florida,145415,75.062963,91,3584,0,142,59442,351
11/7/2020,Florida,266309,77.945238,47,11234,2,78,196232,584
11/7/2020,Florida,8236,75.85,2,550,0,12,4315,15
11/7/2020,Florida,44124,75.742857,7,3068,0,81,28094,167
11/7/2020,Florida,103852,77.426087,39,2958,4,123,51663,317
11/7/2020,Florida,68021,78.136364,68,3039,2,32,23650,141
11/7/2020,Florida,32050,76.55,11,1387,0,11,20239,66
11/7/2020,Florida,740000,78.6875,188,24809,5,531,307740,1651
11/7/2020,Florida,385506,78.997297,120,14115,3,334,264163,941
11/7/2020,Florida,174049,77.245833,30,6235,5,89,58010,396
11/7/2020,Florida,45993,75.622222,3,3082,1,56,33817,241
11/7/2020,Florida,14364,75.1,3,926,0,10,9509,39
11/7/2020,Florida,13580,74.55,1,628,0,6,2126,52
11/7/2020,Florida,41275,77.055556,4,1809,1,42,24142,198
11/7/2020,New York,1630698,81.935021,147,35235,6,2498,1680357,8028
11/7/2020,Florida,186704,76.175,46,4016,2,178,67790,495
11/7/2020,Florida,27142,76.2,8,1268,1,15,15250,78
11/7/2020,New York,2594676,80.061236,223,76187,10,5729,1877384,16384
11/7/2020,Florida,21781,76.075,1,1529,0,18,11061,62
11/7/2020,Florida,73384,74.51875,12,2473,2,51,42228,276
11/7/2020,Florida,17900,77.36,4,629,0,19,9453,43
11/7/2020,Florida,159701,81.606452,19,5572,2,169,66594,432
11/7/2020,Florida,27154,79.533333,8,1654,0,17,15908,147
11/7/2020,Florida,154241,79.677778,31,4157,2,126,75392,385
11/7/2020,Florida,82925,78.216667,19,2613,0,52,45701,167
11/7/2020,Florida,181522,78.725,47,4017,2,165,79750,468
11/7/2020,Florida,8602,77.2,1,1286,0,17,5045,27
11/7/2020,Florida,313249,75.153731,133,14336,3,279,155685,981
11/7/2020,Florida,1355921,78.435979,314,46634,5,591,670547,1748
11/7/2020,Florida,124995,76.058333,17,3076,0,88,43527,300
11/7/2020,Florida,18474,76.14,15,1123,0,25,12619,58
11/7/2020,Florida,40276,74.925,16,1211,0,12,18241,92
11/7/2020,Florida,37241,77.977778,9,1721,1,30,22711,138
11/7/2020,Florida,313163,77.727907,32,9495,2,339,139744,849
11/7/2020,Florida,419680,80.290123,114,10419,9,351,230748,862
11/7/2020,Florida,69999,74.754545,9,4384,0,79,39087,271
11/7/2020,Florida,28254,75.95,4,1847,0,26,18412,95
11/7/2020,Florida,24546,74.083333,3,1296,0,24,10500,83
11/7/2020,Florida,203478,78.015789,94,7068,2,138,76266,371
11/7/2020,Florida,212228,77.186207,45,6498,2,127,109841,461
11/7/2020,Florida,48289,74.727273,26,3334,2,83,31986,202
11/7/2020,Florida,14165,76.5,5,708,0,11,8540,41
11/7/2020,Florida,243693,80.342424,57,7033,1,87,119435,360
11/7/2020,Florida,15448,73.433333,2,1179,0,49,15004,66
11/6/2020,Florida,27154,79.533333,4,1646,0,17,15880,147
11/6/2020,Florida,159701,81.606452,24,5553,0,168,66303,430
11/6/2020,Florida,212228,77.186207,31,6453,5,127,109468,459
11/6/2020,Florida,537868,77.039048,119,13552,1,329,222111,1048
11/6/2020,Florida,685368,77.266667,88,24085,7,637,324749,2914
11/6/2020,Florida,2713295,80.555136,804,192169,9,3671,2029033,8568
11/6/2020,Florida,76483,79.424,18,2527,0,25,28747,155
11/6/2020,Florida,345432,77.764706,31,9250,2,235,175111,787
11/6/2020,Florida,181522,78.725,39,3970,2,165,79309,466
11/6/2020,Florida,16615,76.4,2,920,0,11,10437,60
11/6/2020,Florida,68021,78.136364,242,2971,1,32,23561,139
11/6/2020,Florida,740000,78.6875,147,24621,6,531,306898,1646
11/6/2020,Florida,419680,80.290123,62,10305,1,350,229928,853
11/6/2020,Florida,109999,79.005263,8,2270,0,40,44507,176
11/6/2020,Florida,37241,77.977778,6,1712,2,30,22654,137
11/6/2020,Florida,18474,76.14,6,1108,1,25,12472,58
11/6/2020,Florida,353623,79.132353,74,15195,3,211,174369,905
11/6/2020,Florida,82925,78.216667,15,2594,0,52,45485,167
11/6/2020,Florida,48289,74.727273,15,3308,1,83,31928,200
11/6/2020,Florida,45993,75.622222,3,3079,0,56,33760,240
11/6/2020,New York,2295808,81.48371,297,78024,19,5994,1725930,17624
11/6/2020,Florida,40276,74.925,5,1195,0,12,18187,92
11/6/2020,Florida,587769,77.314815,141,12547,8,385,207569,1083
11/6/2020,Florida,353339,75.448148,71,11298,2,355,130490,1137
11/6/2020,Florida,14364,75.1,1,923,0,10,9494,39
11/6/2020,Florida,184736,75.825641,22,7107,1,138,45606,405
11/6/2020,Florida,1934516,79.300597,412,90259,7,1545,1248361,6437
11/6/2020,Florida,145415,75.062963,57,3493,4,139,59118,351
11/6/2020,Florida,73384,74.51875,6,2461,1,51,42128,274
11/6/2020,Florida,16105,76.5,2,982,1,15,8658,58
11/6/2020,Florida,124995,76.058333,22,3059,0,88,43420,300
11/6/2020,Florida,313163,77.727907,45,9463,1,339,139296,847
11/6/2020,Florida,27142,76.2,1,1260,0,15,15173,77
11/6/2020,Florida,24546,74.083333,10,1293,0,24,10503,83
11/6/2020,Florida,41275,77.055556,14,1805,0,42,24093,197
11/6/2020,Florida,44124,75.742857,4,3061,0,80,27970,167
11/6/2020,New York,1440625,78.238413,191,56901,8,3982,1065599,12295
11/6/2020,Florida,266309,77.945238,27,11187,0,78,195688,582
11/6/2020,Florida,203478,78.015789,66,6974,3,130,75891,369
11/6/2020,New York,1630698,81.935021,179,35088,14,2496,1666751,8022
11/6/2020,Florida,937933,75.768263,84,36486,1,534,574347,1346
11/6/2020,Florida,69999,74.754545,17,4375,2,79,38983,271
11/6/2020,Florida,28254,75.95,2,1843,1,26,18269,95
11/6/2020,Florida,32050,76.55,6,1376,0,11,20192,66
11/6/2020,Florida,21781,76.075,5,1528,1,18,11053,62
11/6/2020,Florida,13580,74.55,1,627,0,6,2112,52
11/6/2020,Florida,1426736,77.533083,258,50447,1,830,688259,2171
11/6/2020,Florida,8236,75.85,2,548,0,11,4307,15
11/6/2020,Florida,385506,78.997297,49,13995,0,330,263199,938
11/6/2020,Florida,313249,75.153731,66,14203,1,274,155272,978
11/6/2020,Florida,14428,77.666667,2,755,0,15,11507,42
11/6/2020,Florida,243693,80.342424,25,6976,1,86,118648,359
11/6/2020,New York,2594676,80.061236,238,75964,21,5724,1861238,16374
11/6/2020,Florida,154241,79.677778,45,4126,1,126,75107,383
11/6/2020,Florida,174049,77.245833,24,6205,0,88,57883,391
11/6/2020,Florida,14165,76.5,1,703,0,11,8528,41
11/6/2020,Florida,1355921,78.435979,255,46320,5,576,667782,1743
11/6/2020,Florida,103852,77.426087,45,2919,5,121,51421,313
11/6/2020,Florida,462801,79.789873,58,11378,1,250,194353,808
11/6/2020,Florida,968341,77.648598,172,27352,9,831,513878,2683
11/6/2020,Florida,290965,77.575439,39,12986,0,119,192184,331
11/6/2020,New York,475671,79.589216,130,17819,1,899,403708,2543
11/6/2020,Florida,41018,78.316667,6,2293,0,44,18076,214
11/6/2020,Florida,186704,76.175,25,3970,3,177,67331,493
11/6/2020,Florida,19427,74.5,5,980,0,13,11398,38
11/6/2020,Florida,15448,73.433333,1,1177,0,47,14988,66
11/6/2020,Florida,372678,81.591525,79,15078,3,259,175585,1046
11/6/2020,Florida,1470344,80.354355,382,54836,7,1606,840384,4392
11/6/2020,Florida,525141,76.321239,115,11667,3,245,216729,1094
11/5/2020,Florida,353339,75.448148,47,11227,5,352,129615,1135
11/5/2020,Florida,1355921,78.435979,316,46065,8,567,663317,1738
11/5/2020,Florida,145415,75.062963,37,3436,2,136,58669,347
11/5/2020,Florida,313249,75.153731,105,14137,7,273,154465,977
11/5/2020,Florida,21781,76.075,8,1523,0,18,11009,61
11/5/2020,Florida,14428,77.666667,6,753,0,15,11361,42
11/5/2020,Florida,174049,77.245833,36,6181,7,88,57694,391
11/5/2020,Florida,537868,77.039048,80,13433,3,326,220379,1047
11/5/2020,New York,2295808,81.48371,306,77727,20,5991,1709858,17605
11/5/2020,Florida,353623,79.132353,99,15121,2,210,172831,902
11/5/2020,Florida,243693,80.342424,59,6951,2,85,117620,358
11/5/2020,Florida,968341,77.648598,308,27180,17,830,510037,2674
11/5/2020,Florida,73384,74.51875,7,2455,0,51,41767,273
11/5/2020,Florida,24546,74.083333,5,1283,0,24,10491,83
11/5/2020,Florida,68021,78.136364,79,2729,2,30,23377,138
11/5/2020,Florida,27142,76.2,4,1259,0,15,15118,77
11/5/2020,Florida,82925,78.216667,15,2579,2,52,45171,167
11/5/2020,Florida,212228,77.186207,35,6422,1,127,108735,454
11/5/2020,Florida,1934516,79.300597,571,89847,15,1542,1237322,6430
11/5/2020,Florida,1470344,80.354355,359,54454,8,1606,834603,4385
11/5/2020,Florida,525141,76.321239,112,11552,13,245,215006,1091
11/5/2020,Florida,32050,76.55,11,1370,0,11,20016,66
11/5/2020,Florida,15448,73.433333,2,1176,1,47,14951,66
11/5/2020,Florida,345432,77.764706,56,9219,2,234,173816,785
11/5/2020,Florida,419680,80.290123,62,10243,4,348,228707,852
11/5/2020,Florida,159701,81.606452,15,5529,0,168,65957,430
11/5/2020,Florida,103852,77.426087,40,2874,1,120,51168,308
11/5/2020,Florida,14364,75.1,3,922,0,10,9470,39
11/5/2020,New York,475671,79.589216,111,17689,9,898,399115,2542
11/5/2020,Florida,69999,74.754545,17,4358,1,79,38664,269
11/5/2020,Florida,937933,75.768263,148,36402,2,532,571006,1345
11/5/2020,Florida,2713295,80.555136,1065,191365,20,3670,2013155,8559
11/5/2020,Florida,186704,76.175,32,3945,0,177,66785,490
11/5/2020,Florida,13580,74.55,2,626,1,6,2105,52
11/5/2020,Florida,154241,79.677778,33,4081,3,126,74578,382
11/5/2020,Florida,18474,76.14,5,1102,0,25,12378,57
11/5/2020,New York,2594676,80.061236,312,75726,25,5722,1843241,16353
11/5/2020,New York,1630698,81.935021,213,34909,14,2496,1649124,8008
11/5/2020,Florida,40276,74.925,5,1190,0,12,18076,92
11/5/2020,Florida,290965,77.575439,77,12947,1,119,191138,331
11/5/2020,Florida,184736,75.825641,28,7085,2,138,45479,404
11/5/2020,Florida,181522,78.725,37,3931,2,163,78800,464
11/5/2020,Florida,266309,77.945238,63,11160,1,78,194484,582
11/5/2020,Florida,385506,78.997297,56,13946,7,330,261730,938
11/5/2020,Florida,109999,79.005263,7,2262,0,40,44152,176
11/5/2020,Florida,41018,78.316667,5,2287,1,44,17969,214
11/5/2020,Florida,8236,75.85,2,546,0,11,4272,15
11/5/2020,Florida,76483,79.424,43,2509,0,25,28388,155
11/5/2020,Florida,462801,79.789873,81,11320,1,245,193306,807
11/5/2020,Florida,124995,76.058333,21,3037,0,87,43143,300
11/5/2020,Florida,587769,77.314815,112,12406,4,384,205957,1075
11/5/2020,Florida,203478,78.015789,79,6908,3,130,75174,366
11/5/2020,Florida,45993,75.622222,8,3076,0,56,33654,240
11/5/2020,Florida,313163,77.727907,55,9418,3,338,138450,846
11/5/2020,Florida,44124,75.742857,1,3057,0,80,27891,167
11/5/2020,Florida,17900,77.36,3,625,0,19,9373,43
11/5/2020,Florida,19427,74.5,14,975,1,13,11365,38
11/5/2020,Florida,8602,77.2,3,1285,1,16,5004,27
11/5/2020,Florida,14165,76.5,4,702,0,11,8500,41
11/5/2020,New York,1440625,78.238413,198,56710,14,3978,1057002,12287
11/5/2020,Florida,740000,78.6875,182,24474,5,529,305375,1640
11/5/2020,Florida,1426736,77.533083,332,50189,7,828,683776,2170
11/5/2020,Florida,28254,75.95,4,1841,0,24,18192,94
11/5/2020,Florida,41275,77.055556,4,1791,0,42,23975,197
11/5/2020,Florida,27154,79.533333,2,1642,0,17,15778,147
11/5/2020,Florida,372678,81.591525,85,14999,4,259,174570,1043
11/5/2020,Florida,48289,74.727273,34,3293,3,83,31723,199
11/5/2020,Florida,37241,77.977778,7,1706,1,30,22553,135
11/5/2020,Florida,16615,76.4,1,918,0,11,10394,60
11/5/2020,Florida,685368,77.266667,118,23997,7,635,322593,2907
11/4/2020,Florida,313249,75.153731,107,14032,9,273,153731,970
11/4/2020,Florida,353339,75.448148,73,11180,5,350,128578,1130
11/4/2020,Florida,313163,77.727907,65,9363,6,336,137757,843
11/4/2020,Florida,212228,77.186207,51,6387,2,127,108066,453
11/4/2020,Florida,27142,76.2,8,1255,0,15,15075,77
11/4/2020,Florida,37241,77.977778,4,1699,1,29,22423,134
11/4/2020,Florida,385506,78.997297,50,13890,3,330,260459,931
11/4/2020,Florida,21781,76.075,5,1515,0,18,10884,61
11/4/2020,Florida,16615,76.4,3,917,0,11,10360,60
11/4/2020,Florida,372678,81.591525,99,14914,8,256,173247,1039
11/4/2020,Florida,345432,77.764706,99,9163,4,232,172641,783
11/4/2020,Florida,462801,79.789873,79,11239,5,245,192059,806
11/4/2020,Florida,124995,76.058333,17,3016,3,87,42923,300
11/4/2020,Florida,41275,77.055556,9,1787,0,42,23907,197
11/4/2020,Florida,14428,77.666667,11,747,0,15,11337,42
11/4/2020,Florida,14364,75.1,1,919,0,10,9427,39
11/4/2020,Florida,73384,74.51875,12,2448,0,51,41574,273
11/4/2020,Florida,968341,77.648598,204,26872,12,829,506464,2657
11/4/2020,Florida,537868,77.039048,100,13353,3,326,218662,1044
11/4/2020,Florida,2713295,80.555136,1385,190300,21,3670,1998319,8539
11/4/2020,Florida,1355921,78.435979,331,45749,3,561,658429,1730
11/4/2020,Florida,174049,77.245833,36,6145,2,88,57519,384
11/4/2020,Florida,48289,74.727273,31,3259,0,83,31570,196
11/4/2020,Florida,28254,75.95,13,1837,1,24,18068,94
11/4/2020,Florida,27154,79.533333,7,1640,1,17,15682,147
11/4/2020,Florida,45993,75.622222,7,3068,0,56,33569,240
11/4/2020,Florida,1470344,80.354355,451,54095,18,1604,827617,4377
11/4/2020,Florida,13580,74.55,1,624,0,6,2095,51
11/4/2020,Florida,154241,79.677778,36,4048,2,125,74062,379
11/4/2020,Florida,69999,74.754545,4,4341,1,79,38304,268
11/4/2020,Florida,243693,80.342424,71,6892,4,85,116749,356
11/4/2020,Florida,24546,74.083333,13,1278,1,24,10439,83
11/4/2020,Florida,159701,81.606452,22,5514,1,168,65457,430
11/4/2020,Florida,40276,74.925,10,1185,0,12,17982,92
11/4/2020,Florida,290965,77.575439,84,12870,1,118,190412,330
11/4/2020,Florida,44124,75.742857,9,3056,0,79,27683,167
11/4/2020,Florida,587769,77.314815,122,12294,7,384,204379,1071
11/4/2020,Florida,937933,75.768263,200,36254,4,532,567003,1343
11/4/2020,New York,2295808,81.48371,277,77421,12,5989,1692034,17585
11/4/2020,Florida,203478,78.015789,99,6829,7,130,74646,363
11/4/2020,Florida,18474,76.14,5,1097,0,25,12345,57
11/4/2020,Florida,68021,78.136364,23,2650,1,30,23249,136
11/4/2020,Florida,82925,78.216667,24,2564,0,52,44806,165
11/4/2020,New York,1440625,78.238413,187,56512,12,3975,1049847,12273
11/4/2020,Florida,145415,75.062963,35,3399,4,136,58243,345
11/4/2020,Florida,353623,79.132353,125,15022,3,210,171463,900
11/4/2020,New York,2594676,80.061236,310,75414,26,5718,1825240,16328
11/4/2020,Florida,16105,76.5,14,980,1,15,8585,57
11/4/2020,Florida,1426736,77.533083,415,49857,4,827,679143,2163
11/4/2020,Florida,15448,73.433333,4,1174,0,47,14913,65
11/4/2020,Florida,32050,76.55,5,1359,0,11,19905,66
11/4/2020,Florida,41018,78.316667,4,2282,1,44,17925,213
11/4/2020,Florida,14165,76.5,7,698,0,11,8453,41
11/4/2020,Florida,266309,77.945238,77,11097,1,78,192514,581
11/4/2020,Florida,525141,76.321239,117,11440,9,245,213568,1078
11/4/2020,Florida,685368,77.266667,144,23879,13,633,320433,2900
11/4/2020,Florida,17900,77.36,2,622,0,19,9334,43
11/4/2020,Florida,184736,75.825641,46,7057,3,138,45299,402
11/4/2020,Florida,181522,78.725,32,3894,3,161,78175,462
11/4/2020,Florida,740000,78.6875,174,24292,4,523,303776,1635
11/4/2020,Florida,186704,76.175,46,3913,5,177,66390,490
11/4/2020,Florida,1934516,79.300597,795,89276,29,1534,1227765,6415
11/4/2020,New York,475671,79.589216,137,17578,6,898,394976,2533
11/4/2020,Florida,419680,80.290123,97,10181,11,348,227407,848
11/4/2020,Florida,19427,74.5,6,961,0,13,11334,37
11/4/2020,Florida,103852,77.426087,24,2834,7,119,50576,307
11/4/2020,Florida,109999,79.005263,11,2255,1,40,43904,176
11/4/2020,New York,1630698,81.935021,199,34696,10,2496,1634069,7994
11/4/2020,Florida,76483,79.424,50,2466,0,25,28096,155
11/3/2020,Florida,37241,77.977778,5,1695,0,29,22271,133
11/3/2020,Florida,32050,76.55,3,1354,0,11,19831,66
11/3/2020,Florida,17900,77.36,4,620,0,19,9232,43
11/3/2020,New York,1440625,78.238413,153,56325,11,3975,1042579,12261
11/3/2020,Florida,266309,77.945238,77,11020,2,78,190655,580
11/3/2020,New York,475671,79.589216,92,17441,5,897,391911,2527
11/3/2020,Florida,11724,75.375,5,790,0,4,7934,10
11/3/2020,Florida,73384,74.51875,15,2436,2,50,41175,273
11/3/2020,Florida,184736,75.825641,31,7011,1,135,45082,399
11/3/2020,Florida,525141,76.321239,85,11323,4,244,211862,1069
11/3/2020,Florida,385506,78.997297,91,13840,3,330,258774,928
11/3/2020,Florida,68021,78.136364,33,2627,2,30,21741,135
11/3/2020,Florida,345432,77.764706,94,9064,4,228,171439,779
11/3/2020,Florida,24546,74.083333,9,1265,2,24,10291,82
11/3/2020,Florida,537868,77.039048,100,13253,4,324,216594,1041
11/3/2020,Florida,1470344,80.354355,283,53644,8,1599,820940,4359
11/3/2020,Florida,937933,75.768263,118,36054,5,531,563304,1339
11/3/2020,Florida,181522,78.725,44,3862,2,161,77346,459
11/3/2020,Florida,313163,77.727907,57,9298,4,336,136776,837
11/3/2020,New York,2594676,80.061236,319,75104,29,5711,1807951,16302
11/3/2020,Florida,28254,75.95,7,1824,0,24,18013,93
11/3/2020,Florida,1426736,77.533083,228,49442,7,822,674342,2159
11/3/2020,Florida,124995,76.058333,20,2999,2,86,42662,297
11/3/2020,Florida,19427,74.5,10,955,0,13,11293,37
11/3/2020,Florida,21781,76.075,3,1510,0,18,10840,61
11/3/2020,Florida,18474,76.14,4,1092,1,25,12257,57
11/3/2020,Florida,685368,77.266667,92,23735,9,633,317408,2887
11/3/2020,Florida,8602,77.2,4,1282,0,16,4924,26
11/3/2020,Florida,8236,75.85,1,544,0,11,4192,15
11/3/2020,Florida,243693,80.342424,50,6821,2,85,115734,352
11/3/2020,Florida,203478,78.015789,63,6730,0,130,74082,356
11/3/2020,Florida,159701,81.606452,29,5492,1,168,64887,429
11/3/2020,Florida,186704,76.175,24,3867,1,177,65788,485
11/3/2020,Florida,2713295,80.555136,704,188915,15,3670,1981622,8518
11/3/2020,Florida,16105,76.5,4,966,0,15,8573,56
11/3/2020,Florida,103852,77.426087,47,2810,5,119,50249,300
11/3/2020,Florida,76483,79.424,26,2416,1,25,27851,155
11/3/2020,Florida,154241,79.677778,31,4012,4,125,73401,377
11/3/2020,Florida,1355921,78.435979,291,45418,5,561,652775,1727
11/3/2020,Florida,968341,77.648598,206,26668,9,828,502489,2645
11/3/2020,New York,2295808,81.48371,181,77144,18,5988,1676561,17573
11/3/2020,Florida,41018,78.316667,11,2278,0,44,17855,212
11/3/2020,New York,1630698,81.935021,158,34497,13,2496,1620107,7984
11/3/2020,Florida,109999,79.005263,21,2244,0,40,43558,175
11/3/2020,Florida,1934516,79.300597,428,88481,5,1532,1218092,6386
11/3/2020,Florida,14364,75.1,5,918,1,10,9402,39
11/3/2020,Florida,69999,74.754545,14,4337,2,79,37939,267
11/3/2020,Florida,290965,77.575439,107,12786,1,118,189029,329
11/3/2020,Florida,212228,77.186207,48,6336,2,127,107405,451
11/3/2020,Florida,372678,81.591525,68,14815,3,256,172028,1031
11/3/2020,Florida,82925,78.216667,17,2540,0,52,44652,165
11/3/2020,Florida,45993,75.622222,1,3061,0,56,33467,240
11/3/2020,Florida,462801,79.789873,72,11160,1,245,190415,801
11/3/2020,Florida,14165,76.5,6,691,0,11,8396,41
11/3/2020,Florida,16615,76.4,1,914,0,11,10289,60
11/3/2020,Florida,48289,74.727273,25,3228,1,83,31221,196
11/3/2020,Florida,353623,79.132353,79,14897,4,210,170206,897
11/3/2020,Florida,145415,75.062963,25,3364,2,136,57622,341
11/3/2020,Florida,15448,73.433333,9,1170,0,45,14865,65
11/3/2020,Florida,740000,78.6875,169,24118,5,523,301628,1631
11/3/2020,Florida,27154,79.533333,3,1633,0,17,15612,146
11/3/2020,Florida,587769,77.314815,161,12172,3,378,202844,1064
11/3/2020,Florida,419680,80.290123,65,10084,5,345,225875,837
11/3/2020,Florida,44124,75.742857,14,3047,1,78,27368,167
11/3/2020,Florida,313249,75.153731,109,13925,7,273,152747,961
11/3/2020,Florida,174049,77.245833,33,6109,2,88,57255,382
11/3/2020,Florida,353339,75.448148,41,11107,5,350,127257,1125
11/3/2020,Florida,40276,74.925,7,1175,0,12,17884,92
11/3/2020,Florida,41275,77.055556,6,1778,0,41,23644,197
11/2/2020,Florida,145415,75.062963,16,3339,3,135,57214,339
11/2/2020,Florida,14428,77.666667,2,736,1,14,11079,42
11/2/2020,Florida,184736,75.825641,73,6980,3,135,44669,398
11/2/2020,Florida,44124,75.742857,6,3033,1,78,27156,166
11/2/2020,Florida,419680,80.290123,59,10019,2,344,224379,832
11/2/2020,Florida,28254,75.95,9,1817,1,24,17937,93
11/2/2020,Florida,290965,77.575439,72,12679,1,118,188002,328
11/2/2020,Florida,174049,77.245833,27,6076,1,88,57059,380
11/2/2020,Florida,73384,74.51875,10,2421,2,50,40961,271
11/2/2020,Florida,385506,78.997297,56,13749,0,330,257524,925
11/2/2020,Florida,212228,77.186207,38,6288,1,127,106792,449
11/2/2020,Florida,41018,78.316667,7,2267,0,44,17790,212
11/2/2020,Florida,82925,78.216667,4,2523,1,52,44418,165
11/2/2020,Florida,159701,81.606452,19,5463,0,167,64439,428
11/2/2020,Florida,18474,76.14,2,1088,0,25,12102,56
11/2/2020,Florida,11724,75.375,1,785,0,4,7891,10
11/2/2020,Florida,203478,78.015789,67,6667,5,130,73305,356
11/2/2020,Florida,41275,77.055556,7,1772,0,40,23425,197
11/2/2020,Florida,537868,77.039048,98,13153,1,324,215232,1037
11/2/2020,Florida,353623,79.132353,89,14818,4,207,168934,893
11/2/2020,Florida,968341,77.648598,133,26462,11,825,499117,2636
11/2/2020,Florida,587769,77.314815,150,12011,9,375,201114,1061
11/2/2020,Florida,37241,77.977778,2,1690,1,29,22185,133
11/2/2020,Florida,16105,76.5,2,962,0,15,8445,56
11/2/2020,Florida,2713295,80.555136,868,188211,26,3669,1965522,8503
11/2/2020,Florida,21781,76.075,7,1507,0,18,10812,61
11/2/2020,New York,1630698,81.935021,144,34339,8,2494,1611828,7971
11/2/2020,Florida,186704,76.175,30,3843,3,177,65218,484
11/2/2020,Florida,32050,76.55,7,1351,1,11,19728,66
11/2/2020,Florida,69999,74.754545,14,4323,1,79,37744,265
11/2/2020,Florida,27142,76.2,3,1247,0,15,14935,77
11/2/2020,New York,1440625,78.238413,159,56172,15,3973,1037839,12250
11/2/2020,Florida,68021,78.136364,35,2594,0,30,21492,133
11/2/2020,New York,475671,79.589216,93,17349,4,897,389660,2522
11/2/2020,Florida,27154,79.533333,3,1630,0,17,15489,146
11/2/2020,Florida,685368,77.266667,121,23643,10,625,314994,2878
11/2/2020,Florida,372678,81.591525,102,14747,4,256,170992,1028
11/2/2020,Florida,16615,76.4,3,913,0,11,10163,60
11/2/2020,Florida,124995,76.058333,23,2979,1,86,42418,295
11/2/2020,Florida,345432,77.764706,65,8970,4,227,170446,775
11/2/2020,Florida,525141,76.321239,90,11238,5,244,210402,1065
11/2/2020,Florida,181522,78.725,38,3818,1,161,76789,457
11/2/2020,Florida,313163,77.727907,49,9241,3,336,135565,833
11/2/2020,Florida,109999,79.005263,11,2223,1,40,43139,175
11/2/2020,Florida,266309,77.945238,72,10943,7,78,188988,578
11/2/2020,Florida,1355921,78.435979,363,45127,8,561,648793,1722
11/2/2020,Florida,243693,80.342424,60,6771,2,85,115047,350
11/2/2020,Florida,313249,75.153731,65,13816,3,272,151895,954
11/2/2020,Florida,462801,79.789873,67,11088,2,243,189169,800
11/2/2020,Florida,740000,78.6875,143,23949,7,518,299905,1626
11/2/2020,Florida,103852,77.426087,25,2763,2,118,49881,295
11/2/2020,Florida,14364,75.1,1,913,0,10,9336,38
11/2/2020,Florida,14165,76.5,1,685,0,9,8333,41
11/2/2020,Florida,13580,74.55,1,623,0,6,2064,51
11/2/2020,Florida,154241,79.677778,25,3981,1,125,72821,373
11/2/2020,Florida,8236,75.85,2,543,0,11,4151,15
11/2/2020,Florida,19427,74.5,9,945,0,12,11053,37
11/2/2020,Florida,8602,77.2,4,1278,1,16,4906,26
11/2/2020,New York,2295808,81.48371,220,76963,17,5986,1665484,17555
11/2/2020,Florida,1426736,77.533083,223,49214,9,822,669759,2152
11/2/2020,New York,2594676,80.061236,336,74785,20,5705,1795905,16273
11/2/2020,Florida,48289,74.727273,35,3203,1,83,30865,195
11/2/2020,Florida,76483,79.424,34,2390,0,25,27640,154
11/2/2020,Florida,1470344,80.354355,359,53361,12,1595,814937,4351
11/2/2020,Florida,1934516,79.300597,500,88053,17,1531,1209417,6381
11/2/2020,Florida,15448,73.433333,8,1161,0,45,14831,65
11/2/2020,Florida,40276,74.925,7,1168,0,12,17806,92
11/2/2020,Florida,353339,75.448148,43,11066,6,350,125946,1120
11/2/2020,Florida,24546,74.083333,4,1256,1,24,10229,80
11/2/2020,Florida,937933,75.768263,152,35936,4,525,560343,1334
11/2/2020,Florida,45993,75.622222,1,3060,1,56,33307,240
11/1/2020,Florida,937933,75.768263,162,35784,4,523,557579,1330
11/1/2020,Florida,145415,75.062963,18,3323,0,135,56982,336
11/1/2020,New York,1440625,78.238413,57,56013,7,3972,1033101,12235
11/1/2020,Florida,44124,75.742857,3,3027,2,78,27019,165
11/1/2020,Florida,419680,80.290123,56,9960,4,344,223560,830
11/1/2020,Florida,186704,76.175,4,3813,0,175,64650,481
11/1/2020,Florida,968341,77.648598,104,26329,3,823,496520,2625
11/1/2020,Florida,372678,81.591525,38,14645,5,256,170295,1024
11/1/2020,Florida,685368,77.266667,47,23522,7,623,313488,2868
11/1/2020,Florida,103852,77.426087,21,2738,2,118,49539,293
11/1/2020,Florida,1934516,79.300597,311,87553,15,1526,1202352,6364
