date,subregion1_name,population,life_expectancy,new_confirmed,cumulative_confirmed,new_hospitalized_patients,cumulative_deceased,cumulative_tested,cumulative_hospitalized_patients
2/16/2021,Florida,685368,77.266667,231,55001,22,1077,596375,4590
2/16/2021,New York,1630698,81.935021,613,81528,54,3135,3342360,11938
2/16/2021,Florida,345432,77.764706,70,23602,4,527,296610,1283
2/16/2021,Florida,73384,74.51875,12,5740,0,118,69777,502
2/16/2021,Florida,159701,81.606452,39,10182,4,269,130131,680
2/16/2021,Florida,372678,81.591525,103,29280,1,433,291406,1533
2/16/2021,Florida,8602,77.2,3,1565,0,24,8058,48
2/16/2021,Florida,1470344,80.354355,665,115663,15,2355,1504275,6137
2/16/2021,Florida,587769,77.314815,172,32428,9,706,351914,1985
2/16/2021,Florida,186704,76.175,62,10795,7,368,124274,932
2/16/2021,Florida,212228,77.186207,47,16360,0,283,186658,864
2/16/2021,Florida,154241,79.677778,49,10618,2,252,150072,756
2/16/2021,Florida,44124,75.742857,41,5064,0,125,45990,301
2/16/2021,Florida,27142,76.2,6,2791,0,48,27190,137
2/16/2021,Florida,419680,80.290123,128,26178,5,699,376196,1283
2/16/2021,Florida,40276,74.925,13,2773,0,30,30634,182
2/16/2021,Florida,103852,77.426087,29,6995,2,291,90401,573
2/16/2021,Florida,13580,74.55,2,889,0,15,3102,66
2/16/2021,Florida,16615,76.4,9,1448,0,17,15227,97
2/16/2021,Florida,243693,80.342424,47,19615,0,182,223233,720
2/16/2021,Florida,15448,73.433333,4,1720,0,70,19186,79
2/16/2021,Florida,45993,75.622222,9,5331,0,78,47405,393
2/16/2021,New York,2594676,80.061236,1114,170650,115,7178,3819084,24468
2/16/2021,New York,1440625,78.238413,788,117555,88,4758,2034757,18195
2/16/2021,Florida,968341,77.648598,308,63788,10,1384,932544,4320
2/16/2021,Florida,2713295,80.555136,1418,396358,22,5207,4428901,11823
2/16/2021,Florida,174049,77.245833,56,16575,1,244,86878,817
2/16/2021,Florida,1934516,79.300597,772,186703,22,2275,2416611,8915
2/16/2021,Florida,313163,77.727907,101,21202,7,522,251911,1467
2/16/2021,Florida,313249,75.153731,67,32944,5,598,247974,2020
2/16/2021,New York,475671,79.589216,189,46758,11,1344,936861,4549
2/16/2021,Florida,537868,77.039048,198,33283,10,610,379234,1790
2/16/2021,Florida,203478,78.015789,43,18056,3,311,117411,676
2/16/2021,Florida,17900,77.36,60,1382,0,30,15536,70
2/16/2021,Florida,18474,76.14,11,1941,1,39,20143,88
2/16/2021,Florida,184736,75.825641,56,18009,2,321,72884,790
2/16/2021,Florida,266309,77.945238,72,21990,4,201,380921,1089
2/16/2021,Florida,937933,75.768263,316,86850,2,1047,972858,1942
2/16/2021,New York,2295808,81.48371,1017,172396,93,7315,3806720,25428
2/16/2021,Florida,385506,78.997297,174,30698,7,548,421491,1375
2/16/2021,Florida,290965,77.575439,102,28348,0,266,303240,632
2/16/2021,Florida,145415,75.062963,42,9428,3,365,105735,627
2/16/2021,Florida,19427,74.5,7,2155,0,42,17103,81
2/16/2021,Florida,37241,77.977778,29,3612,0,71,38242,265
2/15/2021,New York,1440625,78.238413,520,116767,78,4741,2025722,18107
2/15/2021,Florida,103852,77.426087,26,6966,0,291,89869,571
2/15/2021,Florida,1426736,77.533083,336,106947,4,1402,1181622,2801
2/15/2021,Florida,184736,75.825641,49,17953,0,318,72724,788
2/15/2021,Florida,73384,74.51875,15,5728,1,117,69595,502
2/15/2021,Florida,1355921,78.435979,475,110153,3,1027,1176877,2439
2/15/2021,New York,2594676,80.061236,849,169536,96,7146,3799832,24353
2/15/2021,Florida,345432,77.764706,97,23532,0,527,295328,1279
2/15/2021,Florida,419680,80.290123,58,26050,2,676,375026,1278
2/15/2021,Florida,19427,74.5,3,2148,0,42,17067,81
2/15/2021,Florida,181522,78.725,28,10344,2,333,140943,805
2/15/2021,Florida,353623,79.132353,147,35567,5,402,311193,1267
2/15/2021,Florida,13580,74.55,2,887,0,15,3096,66
2/15/2021,Florida,48289,74.727273,12,5823,2,140,52927,342
2/15/2021,Florida,76483,79.424,9,5598,0,42,59547,245
2/15/2021,Florida,372678,81.591525,89,29177,8,431,290663,1532
2/15/2021,Florida,186704,76.175,45,10733,5,368,123665,925
2/15/2021,Florida,68021,78.136364,13,6807,0,76,37488,285
2/15/2021,Florida,27154,79.533333,5,2727,0,25,23681,207
2/15/2021,Florida,41018,78.316667,14,4217,1,65,26479,316
2/15/2021,Florida,21781,76.075,9,2592,0,39,16388,90
2/15/2021,Florida,16105,76.5,10,1821,1,35,12244,94
2/15/2021,Florida,14364,75.1,3,1551,0,21,13750,75
2/15/2021,Florida,82925,78.216667,14,7475,2,106,81836,296
2/15/2021,Florida,154241,79.677778,54,10569,3,252,149246,754
2/15/2021,Florida,45993,75.622222,8,5322,0,78,47353,393
2/15/2021,Florida,462801,79.789873,144,26030,4,404,325083,1111
2/15/2021,Florida,740000,78.6875,149,55744,4,855,507214,2131
2/15/2021,Florida,32050,76.55,11,3114,1,51,28479,149
2/15/2021,Florida,266309,77.945238,55,21918,3,199,378740,1085
2/15/2021,Florida,27142,76.2,3,2785,0,48,26994,137
2/15/2021,Florida,537868,77.039048,108,33085,10,608,377368,1780
2/15/2021,Florida,353339,75.448148,150,26528,6,677,263480,1818
2/15/2021,Florida,14165,76.5,5,1378,1,22,13564,70
2/15/2021,New York,475671,79.589216,232,46569,16,1341,932019,4538
2/15/2021,Florida,212228,77.186207,66,16313,3,283,185915,864
2/15/2021,Florida,290965,77.575439,107,28246,2,266,302449,632
2/15/2021,New York,2295808,81.48371,866,171379,88,7288,3787009,25335
2/15/2021,Florida,37241,77.977778,21,3583,2,71,38079,265
2/15/2021,Florida,2713295,80.555136,1509,394940,23,5185,4409836,11801
2/15/2021,Florida,44124,75.742857,24,5023,1,119,45801,301
2/15/2021,Florida,15448,73.433333,3,1716,0,70,19151,79
2/15/2021,Florida,313163,77.727907,107,21101,5,522,250994,1460
2/15/2021,Florida,1470344,80.354355,364,114998,13,2349,1498462,6122
2/15/2021,Florida,1934516,79.300597,737,185931,37,2266,2406738,8893
2/15/2021,Florida,16615,76.4,4,1439,0,17,15190,97
2/15/2021,Florida,145415,75.062963,48,9386,4,363,105365,624
2/15/2021,Florida,14428,77.666667,4,1590,1,37,17904,58
2/15/2021,New York,1630698,81.935021,368,80915,51,3129,3327006,11884
2/15/2021,Florida,24546,74.083333,3,2581,0,39,18117,130
2/15/2021,Florida,385506,78.997297,177,30524,4,547,420281,1368
2/15/2021,Florida,8602,77.2,3,1562,0,24,8024,48
2/15/2021,Florida,109999,79.005263,24,5656,1,85,68339,330
2/15/2021,Florida,159701,81.606452,36,10143,1,269,129558,676
2/15/2021,Florida,8236,75.85,2,1028,0,14,6580,22
2/15/2021,Florida,40276,74.925,7,2760,0,29,30514,182
2/15/2021,Florida,685368,77.266667,255,54770,10,1057,593123,4568
2/15/2021,Florida,203478,78.015789,39,18013,1,311,117188,673
2/15/2021,Florida,124995,76.058333,25,7633,5,219,89938,496
2/15/2021,Florida,587769,77.314815,209,32256,7,704,350622,1976
2/15/2021,Florida,968341,77.648598,245,63480,18,1372,928148,4310
2/15/2021,Florida,17900,77.36,19,1322,0,30,15456,70
2/15/2021,Florida,525141,76.321239,124,31815,6,602,397675,2184
2/15/2021,Florida,313249,75.153731,105,32877,7,594,247254,2015
2/15/2021,Florida,243693,80.342424,43,19568,3,182,222458,720
2/15/2021,Florida,937933,75.768263,281,86534,5,1044,969907,1940
2/15/2021,Florida,174049,77.245833,39,16519,4,243,86619,816
2/15/2021,Florida,41275,77.055556,5,3448,0,69,42377,365
2/15/2021,Florida,69999,74.754545,20,7498,1,149,65739,440
2/15/2021,Florida,28254,75.95,8,3234,0,54,27937,172
2/15/2021,Florida,18474,76.14,3,1930,1,39,20107,87
2/14/2021,New York,1630698,81.935021,248,80547,34,3115,3318725,11833
2/14/2021,Florida,1470344,80.354355,335,114634,7,2322,1493019,6109
2/14/2021,Florida,69999,74.754545,8,7478,0,149,65559,439
2/14/2021,New York,475671,79.589216,113,46337,14,1336,928143,4522
2/14/2021,Florida,14364,75.1,1,1548,1,21,13735,75
2/14/2021,Florida,48289,74.727273,1,5811,0,138,52790,340
2/14/2021,New York,2295808,81.48371,579,170513,62,7266,3773280,25247
2/14/2021,Florida,266309,77.945238,37,21863,2,195,376693,1082
2/14/2021,Florida,203478,78.015789,62,17974,1,311,116828,672
2/14/2021,Florida,212228,77.186207,38,16247,2,283,185338,861
2/14/2021,Florida,16105,76.5,2,1811,0,35,12214,93
2/14/2021,Florida,462801,79.789873,58,25886,1,399,323965,1107
2/14/2021,Florida,124995,76.058333,12,7608,0,215,89581,491
2/14/2021,Florida,353339,75.448148,61,26378,6,676,262618,1812
2/14/2021,Florida,186704,76.175,26,10688,1,368,123335,920
2/14/2021,New York,1440625,78.238413,366,116247,62,4726,2020095,18029
2/14/2021,Florida,8602,77.2,7,1559,0,24,7993,48
2/14/2021,Florida,154241,79.677778,18,10515,1,252,148313,751
2/14/2021,Florida,68021,78.136364,4,6794,0,76,37327,285
2/14/2021,Florida,18474,76.14,1,1927,0,39,19918,86
2/14/2021,Florida,685368,77.266667,139,54515,9,1056,590822,4558
2/14/2021,Florida,45993,75.622222,2,5314,0,77,47265,393
2/14/2021,Florida,345432,77.764706,59,23435,4,516,294567,1279
2/14/2021,Florida,537868,77.039048,68,32977,3,604,376032,1770
2/14/2021,Florida,37241,77.977778,16,3562,0,69,37902,263
2/14/2021,Florida,385506,78.997297,51,30347,6,547,418580,1364
2/14/2021,New York,2594676,80.061236,585,168687,84,7120,3787689,24257
2/14/2021,Florida,740000,78.6875,140,55595,2,854,504934,2127
2/14/2021,Florida,14428,77.666667,1,1586,0,36,17836,57
2/14/2021,Florida,968341,77.648598,157,63235,8,1372,925185,4292
2/14/2021,Florida,1426736,77.533083,246,106611,4,1397,1176729,2797
2/14/2021,Florida,587769,77.314815,71,32047,1,703,349415,1969
2/14/2021,Florida,24546,74.083333,8,2578,0,39,18049,130
2/14/2021,Florida,13580,74.55,1,885,0,15,3086,66
2/14/2021,Florida,2713295,80.555136,663,393431,11,5170,4388000,11778
2/14/2021,Florida,145415,75.062963,17,9338,0,362,105147,620
2/14/2021,Florida,41275,77.055556,15,3443,1,69,41932,365
2/14/2021,Florida,313163,77.727907,62,20994,6,521,249618,1455
2/14/2021,Florida,290965,77.575439,6,28139,0,260,301494,630
2/14/2021,Florida,27154,79.533333,8,2722,0,25,23588,207
2/14/2021,Florida,82925,78.216667,19,7461,0,106,81557,294
2/14/2021,Florida,313249,75.153731,45,32772,5,593,246048,2008
2/14/2021,Florida,73384,74.51875,7,5713,1,113,69360,501
2/14/2021,Florida,27142,76.2,2,2782,0,48,26937,137
2/14/2021,Florida,1934516,79.300597,537,185194,17,2256,2396863,8856
2/14/2021,Florida,525141,76.321239,115,31691,4,602,396016,2178
2/14/2021,Florida,11724,75.375,1,1268,0,12,10559,28
2/14/2021,Florida,419680,80.290123,33,25992,2,676,373973,1276
2/14/2021,Florida,44124,75.742857,2,4999,0,119,45655,300
2/14/2021,Florida,159701,81.606452,12,10107,1,268,128968,675
2/14/2021,Florida,181522,78.725,41,10316,3,331,140645,803
2/14/2021,Florida,32050,76.55,1,3103,1,51,28410,148
2/14/2021,Florida,184736,75.825641,53,17904,2,318,72567,788
2/14/2021,Florida,243693,80.342424,41,19525,1,182,221705,717
2/14/2021,Florida,28254,75.95,4,3226,0,54,27894,172
2/14/2021,Florida,40276,74.925,6,2753,1,27,30410,182
2/14/2021,Florida,937933,75.768263,124,86253,2,1033,966920,1935
2/14/2021,Florida,353623,79.132353,36,35420,1,400,310359,1262
2/14/2021,Florida,41018,78.316667,16,4203,0,64,26394,315
2/14/2021,Florida,103852,77.426087,25,6940,0,286,89394,571
2/14/2021,Florida,174049,77.245833,19,16480,0,243,86263,812
2/14/2021,Florida,15448,73.433333,1,1713,0,70,19117,79
2/14/2021,Florida,76483,79.424,14,5589,0,42,59231,245
2/14/2021,Florida,372678,81.591525,60,29088,1,430,289612,1524
2/14/2021,Florida,109999,79.005263,10,5632,3,83,68235,329
2/14/2021,Florida,1355921,78.435979,206,109678,5,1012,1173114,2436
2/13/2021,Florida,37241,77.977778,9,3546,2,69,37840,263
2/13/2021,Florida,587769,77.314815,107,31976,4,702,348881,1968
2/13/2021,Florida,243693,80.342424,77,19484,0,182,221240,716
2/13/2021,Florida,109999,79.005263,23,5622,0,83,68156,326
2/13/2021,Florida,68021,78.136364,13,6790,0,76,37289,285
2/13/2021,Florida,353339,75.448148,107,26317,4,674,262011,1806
2/13/2021,Florida,16105,76.5,11,1809,0,35,12205,93
2/13/2021,Florida,181522,78.725,45,10275,2,323,140455,800
2/13/2021,Florida,419680,80.290123,39,25959,1,676,373459,1274
2/13/2021,Florida,266309,77.945238,34,21826,4,191,375750,1080
2/13/2021,Florida,17900,77.36,2,1303,0,28,15387,70
2/13/2021,New York,2295808,81.48371,704,169934,88,7247,3759012,25185
2/13/2021,Florida,19427,74.5,1,2145,0,41,17054,81
2/13/2021,Florida,937933,75.768263,136,86129,4,1016,964950,1933
2/13/2021,Florida,1934516,79.300597,688,184657,20,2239,2390260,8839
2/13/2021,Florida,184736,75.825641,38,17851,3,318,72421,786
2/13/2021,Florida,186704,76.175,45,10662,5,368,123175,919
2/13/2021,Florida,685368,77.266667,201,54376,10,1056,589670,4549
2/13/2021,Florida,41018,78.316667,4,4187,0,63,26368,315
2/13/2021,Florida,154241,79.677778,53,10497,5,251,147593,750
2/13/2021,Florida,11724,75.375,2,1267,0,11,10550,28
2/13/2021,Florida,48289,74.727273,1,5810,0,138,52772,340
2/13/2021,Florida,353623,79.132353,120,35384,2,400,309746,1261
2/13/2021,Florida,174049,77.245833,59,16461,0,241,86142,812
2/13/2021,Florida,290965,77.575439,58,28133,1,260,301069,630
2/13/2021,Florida,345432,77.764706,101,23376,2,516,294100,1275
2/13/2021,Florida,2713295,80.555136,1357,392768,24,5141,4374173,11767
2/13/2021,Florida,24546,74.083333,2,2570,0,39,18032,130
2/13/2021,Florida,41275,77.055556,11,3428,1,69,41872,364
2/13/2021,Florida,16615,76.4,6,1435,0,15,15073,97
2/13/2021,Florida,8236,75.85,1,1026,0,14,6562,22
2/13/2021,Florida,124995,76.058333,22,7596,3,215,89445,491
2/13/2021,Florida,372678,81.591525,78,29028,2,430,289252,1523
2/13/2021,Florida,73384,74.51875,7,5706,1,113,69283,500
2/13/2021,Florida,14428,77.666667,1,1585,0,36,17828,57
2/13/2021,Florida,1426736,77.533083,362,106365,1,1395,1174643,2793
2/13/2021,Florida,462801,79.789873,111,25828,3,398,323362,1106
2/13/2021,Florida,203478,78.015789,46,17912,1,308,116696,671
2/13/2021,Florida,968341,77.648598,154,63078,8,1372,924027,4284
2/13/2021,Florida,159701,81.606452,32,10095,2,268,128568,674
2/13/2021,New York,1630698,81.935021,278,80299,44,3099,3307590,11799
2/13/2021,New York,475671,79.589216,136,46224,8,1333,924590,4508
2/13/2021,Florida,45993,75.622222,11,5312,2,77,47215,393
2/13/2021,Florida,1470344,80.354355,395,114299,12,2322,1490241,6102
2/13/2021,Florida,385506,78.997297,79,30296,3,547,418058,1358
2/13/2021,New York,2594676,80.061236,669,168102,76,7091,3774861,24173
2/13/2021,Florida,21781,76.075,10,2583,0,38,16331,90
2/13/2021,Florida,44124,75.742857,3,4997,0,119,45619,300
2/13/2021,Florida,525141,76.321239,127,31576,11,602,395412,2174
2/13/2021,Florida,313249,75.153731,61,32727,6,593,245821,2003
2/13/2021,Florida,14165,76.5,3,1373,0,22,13519,69
2/13/2021,Florida,537868,77.039048,81,32909,4,604,375307,1767
2/13/2021,Florida,69999,74.754545,10,7470,0,149,65501,439
2/13/2021,Florida,27142,76.2,4,2780,0,48,26916,137
2/13/2021,Florida,40276,74.925,9,2747,0,25,30365,181
2/13/2021,Florida,103852,77.426087,21,6915,1,286,89287,571
2/13/2021,Florida,27154,79.533333,14,2714,2,25,23544,207
2/13/2021,Florida,76483,79.424,22,5575,2,42,59113,245
2/13/2021,Florida,212228,77.186207,37,16209,3,283,185015,859
2/13/2021,Florida,1355921,78.435979,370,109472,10,1012,1170639,2431
2/13/2021,Florida,15448,73.433333,4,1712,0,70,19102,79
2/13/2021,Florida,32050,76.55,7,3102,0,51,28391,147
2/13/2021,Florida,18474,76.14,11,1926,0,39,19912,86
2/13/2021,New York,1440625,78.238413,420,115881,75,4713,2013101,17967
2/13/2021,Florida,145415,75.062963,44,9321,1,362,104998,620
2/13/2021,Florida,8602,77.2,1,1552,0,24,7988,48
2/13/2021,Florida,28254,75.95,8,3222,1,54,27865,172
2/13/2021,Florida,740000,78.6875,169,55455,1,854,503887,2125
2/13/2021,Florida,14364,75.1,1,1547,0,21,13727,74
2/13/2021,Florida,313163,77.727907,87,20932,7,521,248935,1449
2/13/2021,Florida,82925,78.216667,16,7442,0,106,81369,294
2/12/2021,Florida,174049,77.245833,51,16402,5,238,86010,812
2/12/2021,Florida,27154,79.533333,4,2700,0,25,23496,205
2/12/2021,Florida,16105,76.5,7,1798,0,35,12173,93
2/12/2021,Florida,385506,78.997297,137,30217,6,547,416870,1355
2/12/2021,Florida,32050,76.55,4,3095,0,48,28368,147
2/12/2021,Florida,740000,78.6875,170,55286,2,847,501698,2124
2/12/2021,Florida,290965,77.575439,80,28075,3,260,300267,629
2/12/2021,Florida,145415,75.062963,32,9277,2,362,104852,619
2/12/2021,Florida,372678,81.591525,79,28950,2,428,288494,1521
2/12/2021,Florida,313249,75.153731,91,32666,5,585,245482,1997
2/12/2021,New York,1440625,78.238413,731,115461,83,4699,2001746,17892
2/12/2021,Florida,15448,73.433333,3,1708,0,70,19087,79
2/12/2021,Florida,41275,77.055556,15,3417,1,69,41815,363
2/12/2021,Florida,184736,75.825641,76,17813,4,315,72171,783
2/12/2021,Florida,203478,78.015789,55,17866,1,307,116332,670
2/12/2021,Florida,14428,77.666667,4,1584,0,36,17743,57
2/12/2021,Florida,266309,77.945238,65,21792,4,191,374589,1076
2/12/2021,New York,2594676,80.061236,935,167433,107,7066,3754890,24097
2/12/2021,Florida,1355921,78.435979,459,109102,7,1005,1167382,2421
2/12/2021,Florida,353623,79.132353,133,35264,4,400,308673,1259
2/12/2021,Florida,44124,75.742857,7,4994,0,119,45485,300
2/12/2021,Florida,73384,74.51875,30,5699,2,110,69121,499
2/12/2021,Florida,212228,77.186207,58,16172,0,283,184493,856
2/12/2021,New York,475671,79.589216,232,46088,23,1328,919860,4500
2/12/2021,Florida,21781,76.075,3,2573,0,38,16308,90
2/12/2021,Florida,8602,77.2,6,1551,0,24,7947,48
2/12/2021,Florida,16615,76.4,1,1429,0,15,15042,97
2/12/2021,New York,1630698,81.935021,494,80021,45,3087,3290506,11755
2/12/2021,Florida,462801,79.789873,109,25717,5,398,322547,1103
2/12/2021,Florida,48289,74.727273,9,5809,1,138,52600,340
2/12/2021,Florida,537868,77.039048,158,32828,4,604,374209,1763
2/12/2021,Florida,40276,74.925,16,2738,1,25,30289,181
2/12/2021,Florida,76483,79.424,13,5553,2,42,58874,243
2/12/2021,Florida,14364,75.1,1,1546,0,21,13710,74
2/12/2021,Florida,186704,76.175,58,10617,1,368,122860,914
2/12/2021,Florida,1934516,79.300597,882,183969,36,2229,2382806,8819
2/12/2021,Florida,181522,78.725,42,10230,4,323,140018,798
2/12/2021,Florida,45993,75.622222,16,5301,1,77,47095,391
2/12/2021,Florida,14165,76.5,4,1370,0,22,13499,69
2/12/2021,Florida,345432,77.764706,130,23275,4,503,293545,1273
2/12/2021,Florida,82925,78.216667,22,7426,1,105,81057,294
2/12/2021,Florida,937933,75.768263,247,85993,9,1012,961988,1929
2/12/2021,Florida,37241,77.977778,17,3537,2,69,37748,261
2/12/2021,Florida,103852,77.426087,24,6894,2,282,89087,570
2/12/2021,Florida,27142,76.2,8,2776,1,47,26894,137
2/12/2021,Florida,68021,78.136364,14,6777,0,76,37230,285
2/12/2021,Florida,41018,78.316667,15,4183,1,62,26275,315
2/12/2021,Florida,124995,76.058333,24,7574,1,215,89102,488
2/12/2021,Florida,525141,76.321239,137,31449,7,600,394358,2163
2/12/2021,New York,2295808,81.48371,927,169230,85,7222,3736659,25097
2/12/2021,Florida,159701,81.606452,34,10063,1,262,128068,672
2/12/2021,Florida,18474,76.14,3,1915,0,39,19882,86
2/12/2021,Florida,17900,77.36,6,1301,0,28,15344,70
2/12/2021,Florida,1426736,77.533083,441,106003,4,1395,1171608,2792
2/12/2021,Florida,24546,74.083333,17,2568,0,39,18012,130
2/12/2021,Florida,313163,77.727907,107,20845,8,522,248074,1442
2/12/2021,Florida,154241,79.677778,55,10444,3,249,147177,745
2/12/2021,Florida,28254,75.95,5,3214,0,54,27790,171
2/12/2021,Florida,1470344,80.354355,618,113904,21,2315,1485387,6090
2/12/2021,Florida,685368,77.266667,308,54175,9,1050,587956,4539
2/12/2021,Florida,243693,80.342424,55,19407,2,180,220643,716
2/12/2021,Florida,69999,74.754545,19,7460,0,148,65356,439
2/12/2021,Florida,419680,80.290123,66,25920,3,675,372771,1273
2/12/2021,Florida,8236,75.85,2,1025,0,14,6553,22
2/12/2021,Florida,2713295,80.555136,1424,391411,23,5121,4355315,11743
2/12/2021,Florida,353339,75.448148,113,26210,4,673,261213,1802
2/12/2021,Florida,968341,77.648598,237,62924,7,1372,922184,4276
2/12/2021,Florida,13580,74.55,4,884,0,14,3070,66
2/12/2021,Florida,587769,77.314815,163,31869,7,697,348174,1964
2/12/2021,Florida,109999,79.005263,28,5599,4,76,68018,326
2/11/2021,Florida,14165,76.5,4,1366,0,22,13457,69
2/11/2021,Florida,48289,74.727273,14,5800,0,138,52459,339
2/11/2021,New York,1630698,81.935021,551,79527,52,3077,3270572,11710
2/11/2021,Florida,68021,78.136364,25,6763,1,76,37126,285
2/11/2021,Florida,27154,79.533333,6,2696,1,24,23421,205
2/11/2021,Florida,17900,77.36,7,1295,0,28,15313,70
2/11/2021,Florida,82925,78.216667,25,7404,1,105,80691,293
2/11/2021,Florida,685368,77.266667,279,53867,16,1050,584769,4530
2/11/2021,New York,1440625,78.238413,729,114730,79,4686,1990244,17809
2/11/2021,Florida,16105,76.5,7,1791,0,35,12129,93
2/11/2021,Florida,24546,74.083333,3,2551,0,38,17970,130
2/11/2021,Florida,13580,74.55,7,880,0,14,3064,66
2/11/2021,Florida,353339,75.448148,168,26097,9,672,259695,1798
2/11/2021,Florida,419680,80.290123,77,25854,0,674,371483,1270
2/11/2021,Florida,14428,77.666667,5,1580,0,36,17714,57
2/11/2021,Florida,181522,78.725,45,10188,2,320,139567,794
2/11/2021,Florida,313163,77.727907,108,20738,5,520,247194,1434
2/11/2021,Florida,968341,77.648598,275,62687,10,1372,918342,4269
2/11/2021,Florida,525141,76.321239,182,31312,8,597,392375,2156
2/11/2021,Florida,8236,75.85,4,1023,0,14,6524,22
2/11/2021,Florida,19427,74.5,5,2144,0,41,17048,81
2/11/2021,Florida,372678,81.591525,96,28871,5,426,287693,1519
2/11/2021,Florida,32050,76.55,9,3091,2,44,28265,147
2/11/2021,Florida,184736,75.825641,63,17737,6,314,71915,779
2/11/2021,New York,475671,79.589216,228,45856,15,1322,914453,4477
2/11/2021,Florida,76483,79.424,13,5540,1,42,58550,241
2/11/2021,Florida,266309,77.945238,55,21727,4,189,372746,1072
2/11/2021,Florida,243693,80.342424,58,19352,1,180,219759,714
2/11/2021,Florida,587769,77.314815,157,31706,9,690,346203,1957
2/11/2021,Florida,937933,75.768263,327,85746,7,1002,959420,1920
2/11/2021,Florida,203478,78.015789,66,17811,2,301,115932,669
2/11/2021,Florida,1426736,77.533083,477,105562,1,1387,1166578,2788
2/11/2021,Florida,109999,79.005263,9,5571,1,76,67842,322
2/11/2021,Florida,290965,77.575439,126,27995,3,258,299101,626
2/11/2021,Florida,45993,75.622222,11,5285,1,76,46971,390
2/11/2021,Florida,41018,78.316667,8,4168,0,62,26204,314
2/11/2021,Florida,14364,75.1,5,1545,0,21,13676,74
2/11/2021,Florida,385506,78.997297,151,30080,4,513,415438,1349
2/11/2021,Florida,44124,75.742857,18,4987,0,119,45320,300
2/11/2021,Florida,103852,77.426087,30,6870,2,282,88800,568
2/11/2021,New York,2594676,80.061236,935,166498,104,7040,3729931,23990
2/11/2021,Florida,18474,76.14,8,1912,1,39,19844,86
2/11/2021,Florida,212228,77.186207,52,16114,3,283,183860,856
2/11/2021,Florida,353623,79.132353,118,35131,3,399,307273,1255
2/11/2021,Florida,73384,74.51875,14,5669,1,109,68929,497
2/11/2021,Florida,1355921,78.435979,417,108643,10,1005,1161662,2414
2/11/2021,Florida,174049,77.245833,82,16351,1,237,85612,807
2/11/2021,Florida,154241,79.677778,61,10389,2,247,146206,742
2/11/2021,Florida,28254,75.95,14,3209,0,54,27734,171
2/11/2021,Florida,40276,74.925,18,2722,2,24,30195,180
2/11/2021,Florida,41275,77.055556,10,3402,0,69,41722,362
2/11/2021,Florida,16615,76.4,1,1428,0,15,15023,97
2/11/2021,Florida,69999,74.754545,24,7441,2,148,65208,439
2/11/2021,New York,2295808,81.48371,973,168303,82,7196,3714822,25012
2/11/2021,Florida,159701,81.606452,40,10029,1,262,127572,671
2/11/2021,Florida,1470344,80.354355,516,113286,17,2302,1479298,6069
2/11/2021,Florida,2713295,80.555136,1631,389987,23,5081,4331606,11720
2/11/2021,Florida,37241,77.977778,13,3520,2,69,37633,259
2/11/2021,Florida,462801,79.789873,145,25608,6,396,321167,1098
2/11/2021,Florida,15448,73.433333,2,1705,0,70,19036,79
2/11/2021,Florida,145415,75.062963,41,9245,2,362,104526,617
2/11/2021,Florida,313249,75.153731,104,32575,8,582,244515,1992
2/11/2021,Florida,537868,77.039048,199,32670,6,596,372509,1759
2/11/2021,Florida,740000,78.6875,176,55116,2,846,500143,2122
2/11/2021,Florida,186704,76.175,59,10559,3,368,122443,913
2/11/2021,Florida,21781,76.075,3,2570,0,37,16278,90
2/11/2021,Florida,1934516,79.300597,813,183087,17,2218,2372459,8783
2/11/2021,Florida,27142,76.2,2,2768,0,47,26767,136
2/11/2021,Florida,8602,77.2,4,1545,0,24,7908,48
2/11/2021,Florida,124995,76.058333,30,7550,2,215,88608,487
2/11/2021,Florida,345432,77.764706,110,23145,6,494,292120,1269
2/10/2021,New York,1440625,78.238413,869,114001,99,4664,1986104,17730
2/10/2021,Florida,11724,75.375,1,1265,0,11,10487,28
2/10/2021,Florida,76483,79.424,12,5527,1,42,58288,240
2/10/2021,Florida,45993,75.622222,15,5274,0,75,46861,389
2/10/2021,Florida,145415,75.062963,84,9204,2,362,104232,615
2/10/2021,Florida,69999,74.754545,20,7417,3,147,64915,437
2/10/2021,Florida,41275,77.055556,11,3392,1,69,41602,362
2/10/2021,Florida,16615,76.4,4,1427,0,14,14979,97
2/10/2021,Florida,968341,77.648598,365,62412,15,1357,914783,4259
2/10/2021,Florida,14165,76.5,10,1362,0,22,13422,69
2/10/2021,Florida,203478,78.015789,86,17745,6,301,115664,667
2/10/2021,Florida,1470344,80.354355,566,112770,23,2294,1473343,6052
2/10/2021,Florida,68021,78.136364,22,6738,2,76,36983,284
2/10/2021,Florida,124995,76.058333,47,7520,6,215,88107,485
2/10/2021,Florida,14364,75.1,5,1540,0,21,13634,74
2/10/2021,Florida,1426736,77.533083,535,105085,0,1377,1162231,2787
2/10/2021,Florida,1934516,79.300597,984,182274,23,2202,2360928,8766
2/10/2021,Florida,24546,74.083333,12,2548,1,37,17875,130
2/10/2021,Florida,353623,79.132353,105,35013,4,396,306003,1252
2/10/2021,Florida,313163,77.727907,128,20630,5,515,246091,1429
2/10/2021,Florida,290965,77.575439,145,27869,2,256,298260,623
2/10/2021,Florida,27142,76.2,14,2766,0,46,26705,136
