date,subregion1_name,subregion2_name,population,life_expectancy,new_confirmed,cumulative_confirmed,new_hospitalized_patients,cumulative_deceased,cumulative_tested,cumulative_hospitalized_patients,latitude,longitude,area_sq_km,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older
2/15/2021,Florida,Gulf County,16105,76.5,10,1821,1,35,12244,94,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
2/15/2021,Florida,Hardee County,27154,79.533333,5,2727,0,25,23681,207,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
2/15/2021,Florida,Washington County,24546,74.083333,3,2581,0,39,18117,130,30.61,-85.67,616,13264,11282,2556,2821,3346,3110,3326,3533,2964,2010,880
2/15/2021,Florida,Holmes County,19427,74.5,3,2148,0,42,17067,81,30.87,-85.81,1266,10341,9086,2061,2189,2607,2269,2517,2701,2438,1697,948
2/15/2021,Florida,Suwannee County,44124,75.742857,24,5024,1,119,45801,302,30.19,-82.99,1792,22950,21174,4967,5194,5485,5216,5025,5973,5888,4107,2269
2/15/2021,Florida,Sarasota County,419680,80.290123,58,26050,2,676,375026,1278,27.19,-82.37,1878,199988,219692,31135,36067,35638,34154,40364,56912,72784,67694,44932
2/15/2021,Florida,Collier County,372678,81.591525,89,29175,8,431,290663,1532,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
2/15/2021,Florida,Jefferson County,14165,76.5,5,1378,1,22,13564,70,30.42,-83.9,1649,7408,6757,1398,1324,1505,1616,1792,2170,2225,1422,713
2/15/2021,Florida,Alachua County,266309,77.945238,55,21921,3,199,378740,1085,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
2/15/2021,Florida,Indian River County,154241,79.677778,54,10545,3,252,149246,754,27.7,-80.58,1598,74067,80174,13192,14961,14307,13654,15138,21094,25520,22196,14179
2/15/2021,Florida,Clay County,212228,77.186207,66,16313,3,283,185915,865,29.98,-81.86,1667,104587,107641,25375,29687,25443,27041,28239,30471,25263,14414,6295
2/15/2021,Florida,Okaloosa County,203478,78.015789,39,18013,1,311,117188,673,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
2/15/2021,Florida,Pinellas County,968341,77.648598,245,63481,18,1372,928148,4312,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
2/15/2021,Florida,St. Lucie County,313163,77.727907,107,21103,5,522,250994,1461,27.38,-80.44,1782,152888,160275,33327,35703,34984,34344,36024,42952,42993,33545,19291
2/15/2021,Florida,Hillsborough County,1426736,77.533083,336,106947,4,1402,1181622,2801,27.91,-82.35,3279,697571,729165,178297,178833,206500,205720,191896,187064,147586,84880,45960
2/15/2021,Florida,Citrus County,145415,75.062963,48,9386,4,363,105365,624,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
2/15/2021,Florida,Pasco County,525141,76.321239,124,31815,6,602,397675,2184,28.3,-82.44,2248,255363,269778,56974,60730,55316,60624,66916,72485,67798,54229,30069
2/15/2021,Florida,Marion County,353339,75.448148,150,26527,6,677,263480,1818,29.21,-82.06,4307,169645,183694,35985,36473,37530,35631,36665,45072,52416,48438,25129
2/15/2021,Florida,Sumter County,124995,76.058333,25,7632,5,219,89938,496,28.71,-82.08,1503,62419,62576,4912,4818,6454,7631,7475,10952,31782,37721,13250
2/15/2021,Florida,Brevard County,587769,77.314815,209,32257,7,704,350622,1976,28.3,-80.7,4032,287247,300522,57188,63194,65332,62545,64508,92296,85624,60075,37007
2/15/2021,Florida,Glades County,13580,74.55,2,887,0,15,3096,66,26.95,-81.19,2555,7572,6008,1016,1331,1585,1686,1677,1756,1808,1829,892
2/14/2021,Florida,Walton County,68021,78.136364,4,6794,0,76,37327,285,30.61,-86.17,1240,34509,33512,7878,7099,7229,8675,8382,10321,9874,5959,2604
2/14/2021,Florida,Clay County,212228,77.186207,38,16247,2,283,185338,862,29.98,-81.86,1667,104587,107641,25375,29687,25443,27041,28239,30471,25263,14414,6295
2/14/2021,Florida,Hendry County,41018,78.316667,16,4203,0,64,26394,315,26.55,-81.17,3082,21619,19399,6181,5960,5789,5408,5070,5078,3673,2519,1340
2/14/2021,Florida,Sumter County,124995,76.058333,12,7607,0,215,89581,491,28.71,-82.08,1503,62419,62576,4912,4818,6454,7631,7475,10952,31782,37721,13250
2/14/2021,Florida,Alachua County,266309,77.945238,37,21866,2,195,376693,1082,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
2/14/2021,New York,Bronx County,1440625,78.238413,366,116247,62,4726,2020095,18030,40.84676,-73.873207,148,679406,761219,206522,192013,232724,201512,176216,179469,129158,75481,47530
2/14/2021,Florida,Orange County,1355921,78.435979,206,109685,5,1012,1173114,2436,28.51,-81.32,2601,664891,691030,167657,174424,227434,207011,183459,170537,123196,66269,35934
2/14/2021,Florida,Wakulla County,32050,76.55,1,3103,1,51,28410,148,30.15,-84.38,736,17315,14735,3571,3951,3763,4521,4694,4667,3822,2228,833
2/14/2021,Florida,Hardee County,27154,79.533333,8,2722,0,25,23588,207,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
2/14/2021,Florida,Sarasota County,419680,80.290123,33,25992,2,676,373973,1276,27.19,-82.37,1878,199988,219692,31135,36067,35638,34154,40364,56912,72784,67694,44932
2/14/2021,Florida,Charlotte County,181522,78.725,41,10316,3,331,140645,803,26.9,-81.95,2225,88453,93069,11359,13330,14354,13100,15433,25449,36403,32923,19171
2/14/2021,Florida,DeSoto County,37241,77.977778,16,3562,0,69,37902,263,27.19,-81.81,1656,21160,16081,3956,4123,5239,5013,4229,4523,4258,3811,2089
2/14/2021,Florida,Indian River County,154241,79.677778,18,10491,1,252,148313,751,27.7,-80.58,1598,74067,80174,13192,14961,14307,13654,15138,21094,25520,22196,14179
2/14/2021,Florida,Palm Beach County,1470344,80.354355,335,114632,7,2322,1493019,6110,26.71,-80.05,6181,712747,757597,152684,162455,169932,170011,177938,199319,178684,147328,111993
2/14/2021,Florida,Union County,15448,73.433333,1,1713,0,70,19117,79,30.04,-82.37,647,10109,5339,1595,1656,2239,2208,2058,2479,1762,1006,445
2/14/2021,Florida,Seminole County,462801,79.789873,58,25886,1,399,323965,1107,28.71,-81.23,893,223736,239065,51416,56748,63523,65265,63037,64753,51426,29636,16997
2/14/2021,New York,Queens County,2295808,81.48371,580,170512,62,7267,3773280,25247,40.704167,-73.917778,461,1113524,1182284,271278,236589,326769,346113,307424,316154,254786,143156,93539
2/14/2021,Florida,Hamilton County,14364,75.1,1,1548,1,21,13735,75,30.49,-82.95,1345,8358,6006,1526,1580,2452,1700,1742,1918,1789,1108,549
2/14/2021,Florida,Marion County,353339,75.448148,61,26377,6,676,262618,1812,29.21,-82.06,4307,169645,183694,35985,36473,37530,35631,36665,45072,52416,48438,25129
2/14/2021,Florida,Santa Rosa County,174049,77.245833,19,16479,0,243,86263,812,30.7,-87.02,3040,88793,85256,20285,21933,21979,23334,22751,25605,20250,12338,5574
2/14/2021,Florida,Citrus County,145415,75.062963,17,9338,0,362,105147,620,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
2/14/2021,Florida,Franklin County,11724,75.375,1,1268,0,12,10559,28,29.8,-84.82,2687,6659,5065,1052,1003,1593,1556,1367,1576,1813,1282,482
2/14/2021,Florida,Hillsborough County,1426736,77.533083,246,106611,4,1397,1176729,2797,27.91,-82.35,3279,697571,729165,178297,178833,206500,205720,191896,187064,147586,84880,45960
2/14/2021,Florida,Bay County,184736,75.825641,53,17904,2,318,72567,789,30.24,-85.63,2676,91977,92759,22633,20810,25297,24443,22061,26363,22110,13488,7531
2/14/2021,Florida,Jackson County,48289,74.727273,1,5812,0,138,52790,340,30.8,-85.21,2472,26607,21682,4816,5322,6307,6603,6440,6397,5973,4096,2335
2/14/2021,Florida,Polk County,685368,77.266667,139,54516,9,1056,590822,4560,27.96,-81.7,5206,335901,349467,82053,87374,87382,83183,80705,84791,82618,63958,33304
2/14/2021,Florida,Levy County,40276,74.925,6,2752,1,27,30410,182,29.28,-82.79,3658,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110
2/14/2021,Florida,Columbia County,69999,74.754545,8,7478,0,149,65559,439,30.23,-82.63,2075,36175,33824,8454,8490,9157,8588,8125,9436,8965,5768,3016
2/14/2021,New York,Kings County,2594676,80.061236,586,168687,84,7120,3787689,24255,40.692778,-73.990278,251,1229956,1364720,356592,289847,410536,423754,320676,302727,254657,143155,92732
2/14/2021,Florida,Miami-Dade County,2713295,80.555136,663,393420,11,5170,4388000,11784,25.774167,-80.193611,6297,1318403,1394892,311086,309276,366360,375014,387072,381121,279069,184323,119974
2/14/2021,Florida,Broward County,1934516,79.300597,537,185194,17,2256,2396863,8859,26.124354,-80.249503,3418,942414,992102,225540,227767,245152,261834,261712,280940,215325,132157,84089
2/14/2021,Florida,Suwannee County,44124,75.742857,2,5000,0,119,45655,301,30.19,-82.99,1792,22950,21174,4967,5194,5485,5216,5025,5973,5888,4107,2269
2/14/2021,Florida,Pinellas County,968341,77.648598,157,63236,8,1372,925185,4294,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
2/14/2021,Florida,St. Lucie County,313163,77.727907,62,20996,6,521,249618,1456,27.38,-80.44,1782,152888,160275,33327,35703,34984,34344,36024,42952,42993,33545,19291
2/14/2021,Florida,Osceola County,353623,79.132353,36,35417,1,400,310359,1262,28.06,-81.15,3901,174281,179342,46104,50445,49582,51449,49265,43471,33097,20652,9558
2/14/2021,Florida,Gulf County,16105,76.5,2,1811,0,35,12214,93,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
2/14/2021,Florida,Nassau County,82925,78.216667,19,7460,0,106,81557,294,30.61,-81.77,1880,40773,42152,8716,9357,8714,9420,10021,12196,12664,8272,3565
2/14/2021,Florida,St. Johns County,243693,80.342424,41,19525,1,182,221705,717,29.91,-81.41,2127,118732,124961,26849,31992,22942,28237,33191,35526,33418,21201,10337
2/14/2021,Florida,Duval County,937933,75.768263,124,86255,2,1033,966920,1935,30.33,-81.65,2378,454866,483067,123320,110313,145093,136167,113871,124925,101155,54475,28614
2/14/2021,New York,New York County,1630698,81.935021,249,80551,34,3115,3318725,11833,40.728333,-73.994167,87,772221,858477,143009,125922,302788,302155,207787,194261,170052,112532,72192
2/14/2021,Florida,Flagler County,109999,79.005263,10,5632,3,83,68235,329,29.47,-81.3,1478,52891,57108,9475,11455,9811,10087,11878,15054,19497,15372,7370
2/14/2021,Florida,Washington County,24546,74.083333,8,2578,0,39,18049,130,30.61,-85.67,616,13264,11282,2556,2821,3346,3110,3326,3533,2964,2010,880
2/14/2021,Florida,Okeechobee County,41275,77.055556,15,3443,1,69,41932,365,27.39,-80.89,2309,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051
2/14/2021,New York,Richmond County,475671,79.589216,114,46328,14,1336,928143,4522,40.576281,-74.144839,265,230478,245193,55826,59252,63097,60160,62305,68677,56338,31654,18362
2/14/2021,Florida,Lake County,345432,77.764706,59,23435,4,516,294567,1279,28.77,-81.72,2995,167074,178358,35480,37620,35739,36972,39352,45064,48605,43052,23548
2/14/2021,Florida,Baker County,28254,75.95,4,3226,0,54,27894,172,30.32,-82.27,1525,14874,13380,3646,3798,3887,3886,3793,3747,2968,1701,828
2/14/2021,Florida,Bradford County,27142,76.2,2,2782,0,48,26937,137,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
2/14/2021,Florida,Glades County,13580,74.55,1,885,0,15,3086,66,26.95,-81.19,2555,7572,6008,1016,1331,1585,1686,1677,1756,1808,1829,892
2/14/2021,Florida,Martin County,159701,81.606452,12,10105,1,268,128968,675,27.08,-80.4,1950,78883,80818,13598,15532,14676,14463,16864,23421,24686,21523,14938
2/14/2021,Florida,Monroe County,76483,79.424,14,5589,0,42,59231,245,25.12,-81.15,9679,39866,36617,6685,5965,8674,9510,9943,12592,12111,7598,3405
2/14/2021,Florida,Escambia County,313249,75.153731,45,32772,5,593,246048,2008,30.61,-87.33,2268,155087,158162,37371,39145,50540,38917,33684,41643,37186,22409,12354
2/14/2021,Florida,Calhoun County,14428,77.666667,1,1586,0,36,17836,57,30.41,-85.2,1488,7870,6558,1557,1649,1850,1945,1979,1959,1707,1132,650
2/14/2021,Florida,Collier County,372678,81.591525,60,29086,1,430,289612,1524,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
2/14/2021,Florida,Brevard County,587769,77.314815,71,32048,1,703,349415,1969,28.3,-80.7,4032,287247,300522,57188,63194,65332,62545,64508,92296,85624,60075,37007
2/14/2021,Florida,Leon County,290965,77.575439,6,28142,0,260,301494,630,30.46,-84.28,1818,138155,152810,29906,40925,71313,34958,29735,31207,29046,15916,7959
2/14/2021,Florida,Pasco County,525141,76.321239,115,31691,4,602,396016,2178,28.3,-82.44,2248,255363,269778,56974,60730,55316,60624,66916,72485,67798,54229,30069
2/14/2021,Florida,Okaloosa County,203478,78.015789,62,17974,1,311,116828,672,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
2/14/2021,Florida,Madison County,18474,76.14,1,1927,0,39,19918,86,30.45,-83.47,1854,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806
2/14/2021,Florida,Gadsden County,45993,75.622222,2,5314,0,77,47265,393,30.58,-84.61,1369,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846
2/14/2021,Florida,Manatee County,385506,78.997297,51,30346,6,547,418580,1364,27.48,-82.36,2312,186419,199087,38412,40327,39871,39607,42556,52661,58004,46439,27629
2/14/2021,Florida,Volusia County,537868,77.039048,68,32978,3,604,376032,1771,29.07,-81.14,1432,262165,275703,51890,56516,64725,57146,59474,77752,80163,56795,33407
2/14/2021,Florida,Putnam County,73384,74.51875,7,5713,1,113,69360,502,29.61,-81.74,2142,36313,37071,8729,8561,8287,7397,7641,10647,10959,7382,3781
2/14/2021,Florida,Highlands County,103852,77.426087,25,6940,0,286,89394,571,27.34,-81.34,2865,50740,53112,9740,9851,9931,9379,9099,12091,15677,17117,10967
2/14/2021,Florida,Hernando County,186704,76.175,26,10688,1,368,123335,920,28.55,-82.47,1526,89778,96926,17836,20178,19064,18547,20538,25445,27883,23884,13329
2/14/2021,Florida,Lee County,740000,78.6875,140,55591,2,854,504934,2127,26.58,-81.92,3139,362589,377411,70940,75521,78176,77934,80319,96573,111619,97169,51749
2/14/2021,Florida,Lafayette County,8602,77.2,7,1559,0,24,7993,48,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
2/13/2021,Florida,Nassau County,82925,78.216667,16,7441,0,106,81369,294,30.61,-81.77,1880,40773,42152,8716,9357,8714,9420,10021,12196,12664,8272,3565
2/13/2021,Florida,Hernando County,186704,76.175,45,10662,5,368,123175,919,28.55,-82.47,1526,89778,96926,17836,20178,19064,18547,20538,25445,27883,23884,13329
2/13/2021,Florida,Putnam County,73384,74.51875,7,5706,1,113,69283,501,29.61,-81.74,2142,36313,37071,8729,8561,8287,7397,7641,10647,10959,7382,3781
2/13/2021,Florida,Escambia County,313249,75.153731,61,32727,6,593,245821,2003,30.61,-87.33,2268,155087,158162,37371,39145,50540,38917,33684,41643,37186,22409,12354
2/13/2021,Florida,Duval County,937933,75.768263,136,86131,4,1016,964950,1933,30.33,-81.65,2378,454866,483067,123320,110313,145093,136167,113871,124925,101155,54475,28614
2/13/2021,Florida,Collier County,372678,81.591525,78,29026,2,430,289252,1523,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
2/13/2021,Florida,Seminole County,462801,79.789873,111,25828,3,398,323362,1106,28.71,-81.23,893,223736,239065,51416,56748,63523,65265,63037,64753,51426,29636,16997
2/13/2021,Florida,Wakulla County,32050,76.55,7,3102,0,51,28391,147,30.15,-84.38,736,17315,14735,3571,3951,3763,4521,4694,4667,3822,2228,833
2/13/2021,New York,Queens County,2295808,81.48371,704,169932,89,7248,3759012,25185,40.704167,-73.917778,461,1113524,1182284,271278,236589,326769,346113,307424,316154,254786,143156,93539
2/13/2021,Florida,Lee County,740000,78.6875,169,55451,1,854,503887,2125,26.58,-81.92,3139,362589,377411,70940,75521,78176,77934,80319,96573,111619,97169,51749
2/13/2021,Florida,Lafayette County,8602,77.2,1,1552,0,24,7988,48,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
2/13/2021,Florida,Bay County,184736,75.825641,38,17851,3,318,72421,787,30.24,-85.63,2676,91977,92759,22633,20810,25297,24443,22061,26363,22110,13488,7531
2/13/2021,Florida,Indian River County,154241,79.677778,53,10473,5,251,147593,750,27.7,-80.58,1598,74067,80174,13192,14961,14307,13654,15138,21094,25520,22196,14179
2/13/2021,Florida,Orange County,1355921,78.435979,370,109479,10,1012,1170639,2431,28.51,-81.32,2601,664891,691030,167657,174424,227434,207011,183459,170537,123196,66269,35934
2/13/2021,Florida,Union County,15448,73.433333,4,1712,0,70,19102,79,30.04,-82.37,647,10109,5339,1595,1656,2239,2208,2058,2479,1762,1006,445
2/13/2021,Florida,Okaloosa County,203478,78.015789,46,17912,1,308,116696,671,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
2/13/2021,Florida,Madison County,18474,76.14,11,1926,0,39,19912,86,30.45,-83.47,1854,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806
2/13/2021,New York,Richmond County,475671,79.589216,136,46214,8,1333,924590,4508,40.576281,-74.144839,265,230478,245193,55826,59252,63097,60160,62305,68677,56338,31654,18362
2/13/2021,Florida,St. Lucie County,313163,77.727907,87,20934,7,521,248935,1450,27.38,-80.44,1782,152888,160275,33327,35703,34984,34344,36024,42952,42993,33545,19291
2/13/2021,Florida,Jackson County,48289,74.727273,1,5811,0,138,52772,340,30.8,-85.21,2472,26607,21682,4816,5322,6307,6603,6440,6397,5973,4096,2335
2/13/2021,Florida,Liberty County,8236,75.85,1,1026,0,14,6562,22,30.23,-84.89,2184,5045,3191,771,891,1256,1284,1266,1117,866,544,241
2/13/2021,Florida,Flagler County,109999,79.005263,23,5622,0,83,68156,326,29.47,-81.3,1478,52891,57108,9475,11455,9811,10087,11878,15054,19497,15372,7370
2/13/2021,Florida,Highlands County,103852,77.426087,21,6915,1,286,89287,571,27.34,-81.34,2865,50740,53112,9740,9851,9931,9379,9099,12091,15677,17117,10967
2/13/2021,Florida,Hardee County,27154,79.533333,14,2714,2,25,23544,207,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
2/13/2021,Florida,Dixie County,16615,76.4,6,1435,0,15,15073,99,29.59,-83.19,2237,9138,7477,1656,1693,1831,1951,1870,2510,2392,1867,845
2/13/2021,Florida,Columbia County,69999,74.754545,10,7470,0,149,65501,439,30.23,-82.63,2075,36175,33824,8454,8490,9157,8588,8125,9436,8965,5768,3016
2/13/2021,Florida,Hillsborough County,1426736,77.533083,362,106365,1,1395,1174643,2793,27.91,-82.35,3279,697571,729165,178297,178833,206500,205720,191896,187064,147586,84880,45960
2/13/2021,Florida,Alachua County,266309,77.945238,34,21829,4,191,375750,1080,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
2/13/2021,Florida,DeSoto County,37241,77.977778,9,3546,2,69,37840,263,27.19,-81.81,1656,21160,16081,3956,4123,5239,5013,4229,4523,4258,3811,2089
2/13/2021,Florida,Baker County,28254,75.95,8,3222,1,54,27865,172,30.32,-82.27,1525,14874,13380,3646,3798,3887,3886,3793,3747,2968,1701,828
2/13/2021,Florida,St. Johns County,243693,80.342424,77,19484,0,182,221240,716,29.91,-81.41,2127,118732,124961,26849,31992,22942,28237,33191,35526,33418,21201,10337
2/13/2021,Florida,Broward County,1934516,79.300597,688,184657,20,2239,2390260,8842,26.124354,-80.249503,3418,942414,992102,225540,227767,245152,261834,261712,280940,215325,132157,84089
2/13/2021,Florida,Hamilton County,14364,75.1,1,1547,0,21,13727,74,30.49,-82.95,1345,8358,6006,1526,1580,2452,1700,1742,1918,1789,1108,549
2/13/2021,Florida,Levy County,40276,74.925,9,2746,0,25,30365,181,29.28,-82.79,3658,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110
2/13/2021,Florida,Polk County,685368,77.266667,201,54377,10,1056,589670,4551,27.96,-81.7,5206,335901,349467,82053,87374,87382,83183,80705,84791,82618,63958,33304
2/13/2021,Florida,Pasco County,525141,76.321239,127,31576,11,602,395412,2174,28.3,-82.44,2248,255363,269778,56974,60730,55316,60624,66916,72485,67798,54229,30069
2/13/2021,Florida,Lake County,345432,77.764706,101,23376,2,516,294100,1275,28.77,-81.72,2995,167074,178358,35480,37620,35739,36972,39352,45064,48605,43052,23548
2/13/2021,Florida,Gadsden County,45993,75.622222,11,5312,2,77,47215,393,30.58,-84.61,1369,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846
2/13/2021,Florida,Sarasota County,419680,80.290123,39,25959,1,676,373459,1274,27.19,-82.37,1878,199988,219692,31135,36067,35638,34154,40364,56912,72784,67694,44932
2/13/2021,Florida,Citrus County,145415,75.062963,44,9321,1,362,104998,620,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
2/13/2021,Florida,Monroe County,76483,79.424,22,5575,2,42,59113,245,25.12,-81.15,9679,39866,36617,6685,5965,8674,9510,9943,12592,12111,7598,3405
2/13/2021,Florida,Manatee County,385506,78.997297,79,30295,3,547,418058,1358,27.48,-82.36,2312,186419,199087,38412,40327,39871,39607,42556,52661,58004,46439,27629
2/13/2021,Florida,Miami-Dade County,2713295,80.555136,1357,392757,24,5141,4374173,11773,25.774167,-80.193611,6297,1318403,1394892,311086,309276,366360,375014,387072,381121,279069,184323,119974
2/13/2021,Florida,Sumter County,124995,76.058333,22,7595,3,215,89445,491,28.71,-82.08,1503,62419,62576,4912,4818,6454,7631,7475,10952,31782,37721,13250
2/13/2021,Florida,Washington County,24546,74.083333,2,2570,0,39,18032,130,30.61,-85.67,616,13264,11282,2556,2821,3346,3110,3326,3533,2964,2010,880
2/13/2021,Florida,Walton County,68021,78.136364,13,6790,0,76,37289,285,30.61,-86.17,1240,34509,33512,7878,7099,7229,8675,8382,10321,9874,5959,2604
2/13/2021,Florida,Taylor County,21781,76.075,10,2582,0,38,16331,90,30.02,-83.62,3191,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974
2/13/2021,Florida,Bradford County,27142,76.2,4,2780,0,48,26916,137,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
2/13/2021,Florida,Hendry County,41018,78.316667,4,4187,0,63,26368,315,26.55,-81.17,3082,21619,19399,6181,5960,5789,5408,5070,5078,3673,2519,1340
2/13/2021,New York,Kings County,2594676,80.061236,669,168101,76,7091,3774861,24171,40.692778,-73.990278,251,1229956,1364720,356592,289847,410536,423754,320676,302727,254657,143155,92732
2/13/2021,Florida,Santa Rosa County,174049,77.245833,59,16460,0,241,86142,812,30.7,-87.02,3040,88793,85256,20285,21933,21979,23334,22751,25605,20250,12338,5574
2/13/2021,Florida,Calhoun County,14428,77.666667,1,1585,0,36,17828,57,30.41,-85.2,1488,7870,6558,1557,1649,1850,1945,1979,1959,1707,1132,650
2/13/2021,Florida,Leon County,290965,77.575439,58,28136,1,260,301069,630,30.46,-84.28,1818,138155,152810,29906,40925,71313,34958,29735,31207,29046,15916,7959
2/13/2021,Florida,Martin County,159701,81.606452,32,10093,2,268,128568,674,27.08,-80.4,1950,78883,80818,13598,15532,14676,14463,16864,23421,24686,21523,14938
2/13/2021,Florida,Suwannee County,44124,75.742857,3,4998,0,119,45619,301,30.19,-82.99,1792,22950,21174,4967,5194,5485,5216,5025,5973,5888,4107,2269
2/13/2021,Florida,Charlotte County,181522,78.725,45,10275,2,323,140455,800,26.9,-81.95,2225,88453,93069,11359,13330,14354,13100,15433,25449,36403,32923,19171
2/13/2021,Florida,Pinellas County,968341,77.648598,154,63079,8,1372,924027,4286,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
2/13/2021,New York,Bronx County,1440625,78.238413,420,115881,76,4713,2013101,17968,40.84676,-73.873207,148,679406,761219,206522,192013,232724,201512,176216,179469,129158,75481,47530
2/13/2021,Florida,Gilchrist County,17900,77.36,2,1303,0,28,15387,70,29.73,-82.8,921,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886
2/13/2021,Florida,Gulf County,16105,76.5,11,1809,0,35,12205,93,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
2/13/2021,Florida,Osceola County,353623,79.132353,120,35381,2,400,309746,1261,28.06,-81.15,3901,174281,179342,46104,50445,49582,51449,49265,43471,33097,20652,9558
2/13/2021,Florida,Palm Beach County,1470344,80.354355,395,114297,12,2322,1490241,6103,26.71,-80.05,6181,712747,757597,152684,162455,169932,170011,177938,199319,178684,147328,111993
2/13/2021,Florida,Okeechobee County,41275,77.055556,11,3428,1,69,41872,364,27.39,-80.89,2309,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051
2/13/2021,Florida,Clay County,212228,77.186207,37,16209,3,283,185015,860,29.98,-81.86,1667,104587,107641,25375,29687,25443,27041,28239,30471,25263,14414,6295
2/13/2021,Florida,Marion County,353339,75.448148,107,26316,4,674,262011,1806,29.21,-82.06,4307,169645,183694,35985,36473,37530,35631,36665,45072,52416,48438,25129
2/13/2021,Florida,Brevard County,587769,77.314815,107,31977,4,702,348881,1968,28.3,-80.7,4032,287247,300522,57188,63194,65332,62545,64508,92296,85624,60075,37007
2/13/2021,Florida,Holmes County,19427,74.5,1,2145,0,41,17054,81,30.87,-85.81,1266,10341,9086,2061,2189,2607,2269,2517,2701,2438,1697,948
2/13/2021,Florida,Jefferson County,14165,76.5,3,1373,0,22,13519,69,30.42,-83.9,1649,7408,6757,1398,1324,1505,1616,1792,2170,2225,1422,713
2/13/2021,Florida,Volusia County,537868,77.039048,81,32910,4,604,375307,1768,29.07,-81.14,1432,262165,275703,51890,56516,64725,57146,59474,77752,80163,56795,33407
2/13/2021,New York,New York County,1630698,81.935021,278,80302,44,3099,3307590,11799,40.728333,-73.994167,87,772221,858477,143009,125922,302788,302155,207787,194261,170052,112532,72192
2/13/2021,Florida,Franklin County,11724,75.375,2,1267,0,11,10550,28,29.8,-84.82,2687,6659,5065,1052,1003,1593,1556,1367,1576,1813,1282,482
2/12/2021,Florida,Lafayette County,8602,77.2,6,1551,0,24,7947,48,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
2/12/2021,Florida,Escambia County,313249,75.153731,91,32666,5,585,245482,1997,30.61,-87.33,2268,155087,158162,37371,39145,50540,38917,33684,41643,37186,22409,12354
2/12/2021,New York,Kings County,2594676,80.061236,935,167432,107,7066,3754890,24095,40.692778,-73.990278,251,1229956,1364720,356592,289847,410536,423754,320676,302727,254657,143155,92732
2/12/2021,Florida,Bradford County,27142,76.2,8,2776,1,47,26894,137,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
2/12/2021,Florida,Manatee County,385506,78.997297,137,30216,6,547,416870,1355,27.48,-82.36,2312,186419,199087,38412,40327,39871,39607,42556,52661,58004,46439,27629
