date,subregion1_name,subregion2_name,population,life_expectancy,new_confirmed,cumulative_confirmed,new_hospitalized_patients,cumulative_deceased,cumulative_tested,cumulative_hospitalized_patients,latitude,longitude,area_sq_km,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older
12/15/2020,Florida,Columbia County,69999,74.754545,43,5242,5,106,48354,336,30.23,-82.63,2075,36175,33824,8454,8490,9157,8588,8125,9436,8965,5768,3016
12/15/2020,Florida,Bradford County,27142,76.2,35,1657,0,21,19048,101,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
12/15/2020,Florida,DeSoto County,37241,77.977778,15,2637,2,46,29072,186,27.19,-81.81,1656,21160,16081,3956,4123,5239,5013,4229,4523,4258,3811,2089
12/15/2020,Florida,Wakulla County,32050,76.55,19,1838,4,20,23098,87,30.15,-84.38,736,17315,14735,3571,3951,3763,4521,4694,4667,3822,2228,833
12/15/2020,Florida,Collier County,372678,81.591525,138,20174,1,310,219873,1209,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
12/15/2020,Florida,St. Johns County,243693,80.342424,153,10682,4,106,156403,482,29.91,-81.41,2127,118732,124961,26849,31992,22942,28237,33191,35526,33418,21201,10337
12/15/2020,Florida,Hendry County,41018,78.316667,32,2898,1,46,20876,251,26.55,-81.17,3082,21619,19399,6181,5960,5789,5408,5070,5078,3673,2519,1340
12/15/2020,Florida,Franklin County,11724,75.375,2,850,0,4,8713,11,29.8,-84.82,2687,6659,5065,1052,1003,1593,1556,1367,1576,1813,1282,482
12/15/2020,Florida,Hamilton County,14364,75.1,22,1084,0,12,11031,49,30.49,-82.95,1345,8358,6006,1526,1580,2452,1700,1742,1918,1789,1108,549
12/15/2020,Florida,Citrus County,145415,75.062963,55,5681,4,218,79927,471,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
12/15/2020,Florida,Gulf County,16105,76.5,15,1166,0,24,9872,69,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
12/15/2020,Florida,Orange County,1355921,78.435979,750,66172,8,677,854199,2021,28.51,-81.32,2601,664891,691030,167657,174424,227434,207011,183459,170537,123196,66269,35934
12/15/2020,Florida,Levy County,40276,74.925,16,1619,0,18,22547,120,29.28,-82.79,3658,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110
12/15/2020,Florida,Gilchrist County,17900,77.36,8,880,0,20,11684,58,29.73,-82.8,921,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886
12/15/2020,New York,Queens County,2295808,81.48371,1087,100665,61,6164,2462148,19345,40.704167,-73.917778,461,1113524,1182284,271278,236589,326769,346113,307424,316154,254786,143156,93539
12/15/2020,Florida,Hardee County,27154,79.533333,17,1911,0,20,18647,164,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
12/15/2020,Florida,Glades County,13580,74.55,5,726,0,11,2483,57,26.95,-81.19,2555,7572,6008,1016,1331,1585,1686,1677,1756,1808,1829,892
12/15/2020,Florida,Nassau County,82925,78.216667,52,3849,1,63,58196,198,30.61,-81.77,1880,40773,42152,8716,9357,8714,9420,10021,12196,12664,8272,3565
12/15/2020,Florida,Jackson County,48289,74.727273,33,4194,2,107,40706,263,30.8,-85.21,2472,26607,21682,4816,5322,6307,6603,6440,6397,5973,4096,2335
12/15/2020,Florida,Alachua County,266309,77.945238,106,14405,10,108,256468,757,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
12/15/2020,Florida,Okaloosa County,203478,78.015789,167,11019,3,185,94218,480,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
12/15/2020,Florida,Calhoun County,14428,77.666667,14,1023,0,24,14133,49,30.41,-85.2,1488,7870,6558,1557,1649,1850,1945,1979,1959,1707,1132,650
12/15/2020,Florida,Suwannee County,44124,75.742857,22,3574,1,93,34113,204,30.19,-82.99,1792,22950,21174,4967,5194,5485,5216,5025,5973,5888,4107,2269
12/15/2020,Florida,Lee County,740000,78.6875,318,35337,0,622,377298,1921,26.58,-81.92,3139,362589,377411,70940,75521,78176,77934,80319,96573,111619,97169,51749
12/15/2020,Florida,Charlotte County,181522,78.725,103,6214,7,212,101869,600,26.9,-81.95,2225,88453,93069,11359,13330,14354,13100,15433,25449,36403,32923,19171
12/15/2020,New York,Bronx County,1440625,78.238413,635,70965,40,4075,1413456,13472,40.84676,-73.873207,148,679406,761219,206522,192013,232724,201512,176216,179469,129158,75481,47530
12/15/2020,Florida,Leon County,290965,77.575439,129,17289,4,167,228993,407,30.46,-84.28,1818,138155,152810,29906,40925,71313,34958,29735,31207,29046,15916,7959
12/15/2020,New York,Richmond County,475671,79.589216,337,27062,18,1016,597015,3246,40.576281,-74.144839,265,230478,245193,55826,59252,63097,60160,62305,68677,56338,31654,18362
12/15/2020,Florida,Flagler County,109999,79.005263,32,3131,1,46,53907,212,29.47,-81.3,1478,52891,57108,9475,11455,9811,10087,11878,15054,19497,15372,7370
12/15/2020,Florida,Highlands County,103852,77.426087,55,4415,8,185,64985,432,27.34,-81.34,2865,50740,53112,9740,9851,9931,9379,9099,12091,15677,17117,10967
12/15/2020,Florida,Jefferson County,14165,76.5,7,855,0,12,10103,46,30.42,-83.9,1649,7408,6757,1398,1324,1505,1616,1792,2170,2225,1422,713
12/15/2020,Florida,Pinellas County,968341,77.648598,320,38689,17,957,660562,3248,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
12/15/2020,Florida,Miami-Dade County,2713295,80.555136,2371,264013,50,4005,2838733,9661,25.774167,-80.193611,6297,1318403,1394892,311086,309276,366360,375014,387072,381121,279069,184323,119974
12/15/2020,Florida,Lafayette County,8602,77.2,1,1389,0,20,6059,37,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
12/14/2020,Florida,Collier County,372678,81.591525,141,20036,5,310,218254,1208,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
12/14/2020,Florida,Jefferson County,14165,76.5,6,848,0,12,10031,46,30.42,-83.9,1649,7408,6757,1398,1324,1505,1616,1792,2170,2225,1422,713
12/14/2020,Florida,Santa Rosa County,174049,77.245833,78,8999,4,113,66248,514,30.7,-87.02,3040,88793,85256,20285,21933,21979,23334,22751,25605,20250,12338,5574
12/14/2020,Florida,Calhoun County,14428,77.666667,21,1009,3,24,13937,49,30.41,-85.2,1488,7870,6558,1557,1649,1850,1945,1979,1959,1707,1132,650
12/14/2020,New York,New York County,1630698,81.935021,498,47325,35,2574,2297890,8774,40.728333,-73.994167,87,772221,858477,143009,125922,302788,302155,207787,194261,170052,112532,72192
12/14/2020,Florida,Lee County,740000,78.6875,316,35019,7,615,374885,1921,26.58,-81.92,3139,362589,377411,70940,75521,78176,77934,80319,96573,111619,97169,51749
12/14/2020,Florida,Liberty County,8236,75.85,8,655,0,14,5004,17,30.23,-84.89,2184,5045,3191,771,891,1256,1284,1266,1117,866,544,241
12/14/2020,Florida,Gilchrist County,17900,77.36,9,872,0,20,11566,58,29.73,-82.8,921,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886
12/14/2020,Florida,St. Lucie County,313163,77.727907,96,12183,4,379,172622,974,27.38,-80.44,1782,152888,160275,33327,35703,34984,34344,36024,42952,42993,33545,19291
12/14/2020,Florida,Hardee County,27154,79.533333,8,1894,0,20,18416,164,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
12/14/2020,Florida,Polk County,685368,77.266667,282,31618,26,723,407783,3515,27.96,-81.7,5206,335901,349467,82053,87374,87382,83183,80705,84791,82618,63958,33304
12/14/2020,Florida,Lafayette County,8602,77.2,1,1388,0,20,6024,37,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
12/14/2020,Florida,Washington County,24546,74.083333,10,1671,2,29,13336,112,30.61,-85.67,616,13264,11282,2556,2821,3346,3110,3326,3533,2964,2010,880
12/14/2020,New York,Richmond County,475671,79.589216,350,26725,20,1010,590420,3228,40.576281,-74.144839,265,230478,245193,55826,59252,63097,60160,62305,68677,56338,31654,18362
12/14/2020,Florida,Martin County,159701,81.606452,39,6895,5,186,85968,505,27.08,-80.4,1950,78883,80818,13598,15532,14676,14463,16864,23421,24686,21523,14938
12/14/2020,Florida,Escambia County,313249,75.153731,140,18985,9,332,181537,1229,30.61,-87.33,2268,155087,158162,37371,39145,50540,38917,33684,41643,37186,22409,12354
12/14/2020,Florida,Hernando County,186704,76.175,78,6084,8,244,86811,652,28.55,-82.47,1526,89778,96926,17836,20178,19064,18547,20538,25445,27883,23884,13329
12/14/2020,Florida,Clay County,212228,77.186207,108,9314,7,166,136267,583,29.98,-81.86,1667,104587,107641,25375,29687,25443,27041,28239,30471,25263,14414,6295
12/14/2020,Florida,Brevard County,587769,77.314815,189,17989,16,482,257398,1355,28.3,-80.7,4032,287247,300522,57188,63194,65332,62545,64508,92296,85624,60075,37007
12/14/2020,Florida,Hillsborough County,1426736,77.533083,518,66526,7,999,856522,2482,27.91,-82.35,3279,697571,729165,178297,178833,206500,205720,191896,187064,147586,84880,45960
12/14/2020,Florida,Orange County,1355921,78.435979,702,65422,16,677,848046,2013,28.51,-81.32,2601,664891,691030,167657,174424,227434,207011,183459,170537,123196,66269,35934
12/14/2020,New York,Kings County,2594676,80.061236,1109,97634,75,5891,2543088,17921,40.692778,-73.990278,251,1229956,1364720,356592,289847,410536,423754,320676,302727,254657,143155,92732
12/14/2020,Florida,Sarasota County,419680,80.290123,155,16009,4,441,285200,1024,27.19,-82.37,1878,199988,219692,31135,36067,35638,34154,40364,56912,72784,67694,44932
12/14/2020,Florida,Monroe County,76483,79.424,30,3870,0,28,40081,193,25.12,-81.15,9679,39866,36617,6685,5965,8674,9510,9943,12592,12111,7598,3405
12/14/2020,Florida,Citrus County,145415,75.062963,73,5626,8,218,79075,467,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
12/14/2020,Florida,Indian River County,154241,79.677778,30,5595,3,147,93281,484,27.7,-80.58,1598,74067,80174,13192,14961,14307,13654,15138,21094,25520,22196,14179
12/14/2020,Florida,Broward County,1934516,79.300597,680,121436,40,1747,1637026,7302,26.124354,-80.249503,3418,942414,992102,225540,227767,245152,261834,261712,280940,215325,132157,84089
12/14/2020,Florida,Okeechobee County,41275,77.055556,22,2202,1,49,29954,234,27.39,-80.89,2309,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051
12/14/2020,Florida,Seminole County,462801,79.789873,179,15563,2,300,240908,882,28.71,-81.23,893,223736,239065,51416,56748,63523,65265,63037,64753,51426,29636,16997
12/14/2020,Florida,Bay County,184736,75.825641,106,9920,5,186,53898,521,30.24,-85.63,2676,91977,92759,22633,20810,25297,24443,22061,26363,22110,13488,7531
12/14/2020,New York,Queens County,2295808,81.48371,1005,99578,78,6155,2437779,19284,40.704167,-73.917778,461,1113524,1182284,271278,236589,326769,346113,307424,316154,254786,143156,93539
12/14/2020,Florida,Gadsden County,45993,75.622222,26,3535,5,58,37668,270,30.58,-84.61,1369,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846
12/14/2020,Florida,Palm Beach County,1470344,80.354355,468,73220,17,1774,1073462,4958,26.71,-80.05,6181,712747,757597,152684,162455,169932,170011,177938,199319,178684,147328,111993
12/14/2020,Florida,Jackson County,48289,74.727273,16,4161,2,104,40339,261,30.8,-85.21,2472,26607,21682,4816,5322,6307,6603,6440,6397,5973,4096,2335
12/14/2020,Florida,Osceola County,353623,79.132353,190,21845,4,269,221448,1043,28.06,-81.15,3901,174281,179342,46104,50445,49582,51449,49265,43471,33097,20652,9558
12/14/2020,Florida,Alachua County,266309,77.945238,95,14299,5,108,253960,747,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
12/14/2020,Florida,Okaloosa County,203478,78.015789,78,10852,3,185,93544,477,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
12/14/2020,Florida,Gulf County,16105,76.5,7,1151,0,24,9835,69,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
12/14/2020,Florida,Sumter County,124995,76.058333,36,4068,2,106,57819,366,28.71,-82.08,1503,62419,62576,4912,4818,6454,7631,7475,10952,31782,37721,13250
12/14/2020,Florida,Volusia County,537868,77.039048,154,18625,4,393,276921,1263,29.07,-81.14,1432,262165,275703,51890,56516,64725,57146,59474,77752,80163,56795,33407
12/14/2020,Florida,Nassau County,82925,78.216667,49,3797,1,63,57784,197,30.61,-81.77,1880,40773,42152,8716,9357,8714,9420,10021,12196,12664,8272,3565
12/14/2020,Florida,Charlotte County,181522,78.725,81,6111,3,212,101088,593,26.9,-81.95,2225,88453,93069,11359,13330,14354,13100,15433,25449,36403,32923,19171
12/14/2020,Florida,St. Johns County,243693,80.342424,121,10529,6,106,154732,478,29.91,-81.41,2127,118732,124961,26849,31992,22942,28237,33191,35526,33418,21201,10337
12/14/2020,Florida,Holmes County,19427,74.5,14,1338,1,19,13686,49,30.87,-85.81,1266,10341,9086,2061,2189,2607,2269,2517,2701,2438,1697,948
12/14/2020,Florida,Pinellas County,968341,77.648598,344,38369,15,955,654923,3231,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
12/14/2020,Florida,Duval County,937933,75.768263,469,51079,0,685,713474,1515,30.33,-81.65,2378,454866,483067,123320,110313,145093,136167,113871,124925,101155,54475,28614
12/14/2020,Florida,Madison County,18474,76.14,6,1421,1,30,15216,72,30.45,-83.47,1854,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806
12/14/2020,Florida,Taylor County,21781,76.075,9,1769,1,23,12449,78,30.02,-83.62,3191,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974
12/14/2020,Florida,Wakulla County,32050,76.55,13,1819,0,19,22986,83,30.15,-84.38,736,17315,14735,3571,3951,3763,4521,4694,4667,3822,2228,833
12/14/2020,Florida,Hamilton County,14364,75.1,6,1062,0,12,10864,49,30.49,-82.95,1345,8358,6006,1526,1580,2452,1700,1742,1918,1789,1108,549
12/14/2020,Florida,Dixie County,16615,76.4,4,1005,0,11,11959,70,29.59,-83.19,2237,9138,7477,1656,1693,1831,1951,1870,2510,2392,1867,845
12/14/2020,Florida,Miami-Dade County,2713295,80.555136,2130,261642,38,4002,2810906,9611,25.774167,-80.193611,6297,1318403,1394892,311086,309276,366360,375014,387072,381121,279069,184323,119974
12/14/2020,Florida,Pasco County,525141,76.321239,216,18164,8,325,278730,1474,28.3,-82.44,2248,255363,269778,56974,60730,55316,60624,66916,72485,67798,54229,30069
12/14/2020,Florida,Marion County,353339,75.448148,141,15067,7,428,173969,1313,29.21,-82.06,4307,169645,183694,35985,36473,37530,35631,36665,45072,52416,48438,25129
12/14/2020,New York,Bronx County,1440625,78.238413,613,70330,50,4073,1401421,13432,40.84676,-73.873207,148,679406,761219,206522,192013,232724,201512,176216,179469,129158,75481,47530
12/14/2020,Florida,Manatee County,385506,78.997297,189,19204,0,398,317223,1055,27.48,-82.36,2312,186419,199087,38412,40327,39871,39607,42556,52661,58004,46439,27629
12/14/2020,Florida,Suwannee County,44124,75.742857,8,3552,1,91,33803,203,30.19,-82.99,1792,22950,21174,4967,5194,5485,5216,5025,5973,5888,4107,2269
12/14/2020,Florida,DeSoto County,37241,77.977778,15,2622,5,46,28889,184,27.19,-81.81,1656,21160,16081,3956,4123,5239,5013,4229,4523,4258,3811,2089
12/14/2020,Florida,Flagler County,109999,79.005263,26,3099,0,46,53525,211,29.47,-81.3,1478,52891,57108,9475,11455,9811,10087,11878,15054,19497,15372,7370
12/14/2020,Florida,Bradford County,27142,76.2,33,1622,1,21,18916,101,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
12/14/2020,Florida,Leon County,290965,77.575439,188,17160,4,164,227356,403,30.46,-84.28,1818,138155,152810,29906,40925,71313,34958,29735,31207,29046,15916,7959
12/14/2020,Florida,Levy County,40276,74.925,10,1603,1,17,22222,120,29.28,-82.79,3658,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110
12/14/2020,Florida,Putnam County,73384,74.51875,11,3256,2,62,51779,335,29.61,-81.74,2142,36313,37071,8729,8561,8287,7397,7641,10647,10959,7382,3781
12/14/2020,Florida,Hendry County,41018,78.316667,82,2866,0,46,20750,250,26.55,-81.17,3082,21619,19399,6181,5960,5789,5408,5070,5078,3673,2519,1340
12/14/2020,Florida,Walton County,68021,78.136364,50,4240,2,40,28851,191,30.61,-86.17,1240,34509,33512,7878,7099,7229,8675,8382,10321,9874,5959,2604
12/14/2020,Florida,Baker County,28254,75.95,11,2211,1,34,21754,124,30.32,-82.27,1525,14874,13380,3646,3798,3887,3886,3793,3747,2968,1701,828
12/14/2020,Florida,Highlands County,103852,77.426087,68,4360,2,183,64520,424,27.34,-81.34,2865,50740,53112,9740,9851,9931,9379,9099,12091,15677,17117,10967
12/14/2020,Florida,Glades County,13580,74.55,4,721,1,11,2468,57,26.95,-81.19,2555,7572,6008,1016,1331,1585,1686,1677,1756,1808,1829,892
12/14/2020,Florida,Columbia County,69999,74.754545,47,5199,1,106,48119,331,30.23,-82.63,2075,36175,33824,8454,8490,9157,8588,8125,9436,8965,5768,3016
12/14/2020,Florida,Lake County,345432,77.764706,134,12523,6,274,213935,964,28.77,-81.72,2995,167074,178358,35480,37620,35739,36972,39352,45064,48605,43052,23548
12/14/2020,Florida,Union County,15448,73.433333,19,1326,0,62,16308,69,30.04,-82.37,647,10109,5339,1595,1656,2239,2208,2058,2479,1762,1006,445
12/13/2020,Florida,Alachua County,266309,77.945238,87,14204,3,106,252043,742,29.683333,-82.366667,2510,128758,137551,27795,33881,65948,33367,26352,28127,27081,15381,8377
12/13/2020,Florida,Union County,15448,73.433333,1,1307,0,61,16222,69,30.04,-82.37,647,10109,5339,1595,1656,2239,2208,2058,2479,1762,1006,445
12/13/2020,Florida,Gilchrist County,17900,77.36,2,863,0,20,11412,58,29.73,-82.8,921,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886
12/13/2020,Florida,Lafayette County,8602,77.2,1,1387,0,20,5986,37,29.99,-83.18,1419,4931,3671,878,1102,1353,1160,1273,1013,888,616,319
12/13/2020,Florida,Gulf County,16105,76.5,2,1144,1,24,9824,69,29.9,-85.24,1928,9447,6658,1384,1390,2170,2082,2201,2384,2252,1534,708
12/13/2020,Florida,Flagler County,109999,79.005263,31,3073,0,46,53385,211,29.47,-81.3,1478,52891,57108,9475,11455,9811,10087,11878,15054,19497,15372,7370
12/13/2020,Florida,Manatee County,385506,78.997297,209,19015,4,396,315264,1055,27.48,-82.36,2312,186419,199087,38412,40327,39871,39607,42556,52661,58004,46439,27629
12/13/2020,Florida,Levy County,40276,74.925,6,1593,0,16,21973,119,29.28,-82.79,3658,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110
12/13/2020,Florida,Glades County,13580,74.55,1,717,0,11,2464,56,26.95,-81.19,2555,7572,6008,1016,1331,1585,1686,1677,1756,1808,1829,892
12/13/2020,Florida,Polk County,685368,77.266667,215,31336,26,723,405680,3489,27.96,-81.7,5206,335901,349467,82053,87374,87382,83183,80705,84791,82618,63958,33304
12/13/2020,Florida,Hernando County,186704,76.175,46,6006,5,244,85946,644,28.55,-82.47,1526,89778,96926,17836,20178,19064,18547,20538,25445,27883,23884,13329
12/13/2020,Florida,St. Lucie County,313163,77.727907,47,12087,4,377,171567,970,27.38,-80.44,1782,152888,160275,33327,35703,34984,34344,36024,42952,42993,33545,19291
12/13/2020,Florida,Duval County,937933,75.768263,414,50610,3,683,708368,1515,30.33,-81.65,2378,454866,483067,123320,110313,145093,136167,113871,124925,101155,54475,28614
12/13/2020,Florida,Gadsden County,45993,75.622222,3,3509,0,58,37590,265,30.58,-84.61,1369,21903,24090,5514,5537,5703,5538,5882,6596,6001,3376,1846
12/13/2020,Florida,Bay County,184736,75.825641,33,9814,4,184,53718,516,30.24,-85.63,2676,91977,92759,22633,20810,25297,24443,22061,26363,22110,13488,7531
12/13/2020,Florida,Seminole County,462801,79.789873,99,15384,1,297,239684,880,28.71,-81.23,893,223736,239065,51416,56748,63523,65265,63037,64753,51426,29636,16997
12/13/2020,Florida,Pasco County,525141,76.321239,169,17948,8,318,276711,1466,28.3,-82.44,2248,255363,269778,56974,60730,55316,60624,66916,72485,67798,54229,30069
12/13/2020,Florida,St. Johns County,243693,80.342424,94,10408,0,105,153799,472,29.91,-81.41,2127,118732,124961,26849,31992,22942,28237,33191,35526,33418,21201,10337
12/13/2020,Florida,Nassau County,82925,78.216667,33,3748,2,62,57237,196,30.61,-81.77,1880,40773,42152,8716,9357,8714,9420,10021,12196,12664,8272,3565
12/13/2020,Florida,Monroe County,76483,79.424,19,3840,1,28,39668,193,25.12,-81.15,9679,39866,36617,6685,5965,8674,9510,9943,12592,12111,7598,3405
12/13/2020,Florida,Okaloosa County,203478,78.015789,52,10774,2,185,93264,474,30.6875,-86.5925,2802,103224,100254,26333,22774,31775,28666,21945,27420,23091,13869,7605
12/13/2020,Florida,Walton County,68021,78.136364,21,4190,2,40,28778,189,30.61,-86.17,1240,34509,33512,7878,7099,7229,8675,8382,10321,9874,5959,2604
12/13/2020,Florida,Miami-Dade County,2713295,80.555136,2269,259512,22,3981,2788205,9573,25.774167,-80.193611,6297,1318403,1394892,311086,309276,366360,375014,387072,381121,279069,184323,119974
12/13/2020,New York,Bronx County,1440625,78.238413,311,69717,40,4069,1392979,13382,40.84676,-73.873207,148,679406,761219,206522,192013,232724,201512,176216,179469,129158,75481,47530
12/13/2020,Florida,Calhoun County,14428,77.666667,2,988,0,23,13908,46,30.41,-85.2,1488,7870,6558,1557,1649,1850,1945,1979,1959,1707,1132,650
12/13/2020,New York,Queens County,2295808,81.48371,677,98573,79,6142,2419081,19206,40.704167,-73.917778,461,1113524,1182284,271278,236589,326769,346113,307424,316154,254786,143156,93539
12/13/2020,Florida,Holmes County,19427,74.5,11,1324,0,17,13662,48,30.87,-85.81,1266,10341,9086,2061,2189,2607,2269,2517,2701,2438,1697,948
12/13/2020,Florida,Liberty County,8236,75.85,1,647,0,14,5000,17,30.23,-84.89,2184,5045,3191,771,891,1256,1284,1266,1117,866,544,241
12/13/2020,New York,Richmond County,475671,79.589216,248,26375,19,1006,585600,3208,40.576281,-74.144839,265,230478,245193,55826,59252,63097,60160,62305,68677,56338,31654,18362
12/13/2020,Florida,Hamilton County,14364,75.1,1,1056,0,12,10842,49,30.49,-82.95,1345,8358,6006,1526,1580,2452,1700,1742,1918,1789,1108,549
12/13/2020,Florida,Highlands County,103852,77.426087,12,4292,1,182,64203,422,27.34,-81.34,2865,50740,53112,9740,9851,9931,9379,9099,12091,15677,17117,10967
12/13/2020,New York,Kings County,2594676,80.061236,646,96525,55,5885,2525379,17846,40.692778,-73.990278,251,1229956,1364720,356592,289847,410536,423754,320676,302727,254657,143155,92732
12/13/2020,Florida,Madison County,18474,76.14,5,1415,0,30,15161,71,30.45,-83.47,1854,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806
12/13/2020,Florida,Bradford County,27142,76.2,17,1589,2,21,18710,100,29.95,-82.17,777,14744,12398,3094,2926,3728,3743,3391,3623,3240,2203,1194
12/13/2020,Florida,Charlotte County,181522,78.725,50,6030,3,209,100562,590,26.9,-81.95,2225,88453,93069,11359,13330,14354,13100,15433,25449,36403,32923,19171
12/13/2020,Florida,Hillsborough County,1426736,77.533083,546,66008,11,986,851407,2475,27.91,-82.35,3279,697571,729165,178297,178833,206500,205720,191896,187064,147586,84880,45960
12/13/2020,Florida,Escambia County,313249,75.153731,108,18845,9,332,180813,1220,30.61,-87.33,2268,155087,158162,37371,39145,50540,38917,33684,41643,37186,22409,12354
12/13/2020,Florida,Clay County,212228,77.186207,72,9206,4,166,135357,576,29.98,-81.86,1667,104587,107641,25375,29687,25443,27041,28239,30471,25263,14414,6295
12/13/2020,Florida,Collier County,372678,81.591525,88,19895,1,308,216760,1203,26.08,-81.4,5970,183561,189117,34353,37207,35953,36072,39039,47389,53970,54899,33796
12/13/2020,Florida,Lake County,345432,77.764706,143,12389,10,271,212621,958,28.77,-81.72,2995,167074,178358,35480,37620,35739,36972,39352,45064,48605,43052,23548
12/13/2020,Florida,Washington County,24546,74.083333,9,1661,0,29,13294,110,30.61,-85.67,616,13264,11282,2556,2821,3346,3110,3326,3533,2964,2010,880
12/13/2020,Florida,Sumter County,124995,76.058333,20,4032,2,102,57127,364,28.71,-82.08,1503,62419,62576,4912,4818,6454,7631,7475,10952,31782,37721,13250
12/13/2020,Florida,Pinellas County,968341,77.648598,362,38025,16,951,651265,3216,27.9,-82.74,1574,464959,503382,85679,90087,108869,109916,113574,150281,143302,99814,66819
12/13/2020,Florida,Dixie County,16615,76.4,2,1001,1,11,11886,70,29.59,-83.19,2237,9138,7477,1656,1693,1831,1951,1870,2510,2392,1867,845
12/13/2020,Florida,Indian River County,154241,79.677778,48,5565,2,147,92586,481,27.7,-80.58,1598,74067,80174,13192,14961,14307,13654,15138,21094,25520,22196,14179
12/13/2020,Florida,Jefferson County,14165,76.5,6,842,0,12,10008,46,30.42,-83.9,1649,7408,6757,1398,1324,1505,1616,1792,2170,2225,1422,713
12/13/2020,Florida,Okeechobee County,41275,77.055556,6,2180,2,47,29820,233,27.39,-80.89,2309,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051
12/13/2020,Florida,Marion County,353339,75.448148,93,14926,6,422,172534,1306,29.21,-82.06,4307,169645,183694,35985,36473,37530,35631,36665,45072,52416,48438,25129
12/13/2020,Florida,Leon County,290965,77.575439,28,16972,3,159,226509,399,30.46,-84.28,1818,138155,152810,29906,40925,71313,34958,29735,31207,29046,15916,7959
12/13/2020,Florida,Putnam County,73384,74.51875,15,3245,0,62,51326,333,29.61,-81.74,2142,36313,37071,8729,8561,8287,7397,7641,10647,10959,7382,3781
12/13/2020,Florida,Citrus County,145415,75.062963,38,5553,1,216,78535,459,28.85,-82.52,2002,70393,75022,11303,12466,12032,11274,13063,20057,27101,24914,13205
12/13/2020,Florida,Brevard County,587769,77.314815,161,17800,2,477,255868,1339,28.3,-80.7,4032,287247,300522,57188,63194,65332,62545,64508,92296,85624,60075,37007
12/13/2020,Florida,Jackson County,48289,74.727273,14,4145,2,103,40218,259,30.8,-85.21,2472,26607,21682,4816,5322,6307,6603,6440,6397,5973,4096,2335
12/13/2020,Florida,Lee County,740000,78.6875,237,34703,6,613,373063,1914,26.58,-81.92,3139,362589,377411,70940,75521,78176,77934,80319,96573,111619,97169,51749
12/13/2020,New York,New York County,1630698,81.935021,295,46827,35,2571,2283666,8739,40.728333,-73.994167,87,772221,858477,143009,125922,302788,302155,207787,194261,170052,112532,72192
12/13/2020,Florida,Wakulla County,32050,76.55,7,1806,1,18,22937,83,30.15,-84.38,736,17315,14735,3571,3951,3763,4521,4694,4667,3822,2228,833
12/13/2020,Florida,Hardee County,27154,79.533333,5,1886,0,20,18325,164,27.49,-81.81,1653,14366,12788,3927,4032,3971,3145,3219,3150,2664,1928,1118
12/13/2020,Florida,Baker County,28254,75.95,8,2200,0,34,21671,123,30.32,-82.27,1525,14874,13380,3646,3798,3887,3886,3793,3747,2968,1701,828
12/13/2020,Florida,Martin County,159701,81.606452,35,6856,2,186,85204,500,27.08,-80.4,1950,78883,80818,13598,15532,14676,14463,16864,23421,24686,21523,14938
